"","X","Nothing","ID_clean","ID_preclean","Triangle","Corner","TriangleCorner","date","SnowDepth","SnowDepth_Noplus","temperature","x_4326","y_4326","x_3006","y_3006","middleTime","era5_new_date","era5_plusminus","era5_precip","era5_temp","granule_time","time_difference","granule_id","orbitProp","pathNr","frameNr","mask.tif","angle.tif","VH.tif","VV.tif","point_VH","point_VV","points_angle","points_mask"
"215",214,28,30,32,"AC-42","A","AC-42A","2018-03-29","85",85,-10,15.76098076,65.90840731,534661.4522,7309911.059,"11:30:00","2018-03-28","minus",0.1,-7.7,"05:37:41","6:53:00","S1A_IW_SLC__1SDV_20180328T053741_20180328T053808_021211_024795_07AE","DESCENDING",139,371,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif","0.0097509518711617","0.0518979704435713","31.4412281490273","0"
"216",215,30,31,33,"AC-37","A","AC-37A","2018-03-15","70",70,-15,15.84881121,65.9380027,538617.1852,7313260.876,"12:55:00","2018-03-14","minus",0.1,-15.6,"16:22:23","2:27:00","S1B_IW_SLC__1SDV_20180314T162223_20180314T162251_010030_012302_D8D8","ASCENDING",29,216,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/24_2018-03-14_clip_100/S1B__IW___A_20180314T162223_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/24_2018-03-14_clip_100/S1B__IW___A_20180314T162223_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/24_2018-03-14_clip_100/S1B__IW___A_20180314T162223_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/24_2018-03-14_clip_100/S1B__IW___A_20180314T162223_VV_gamma0-rtc.tif","0.00449861733847509","0.0325944263893408","29.5509292618413","0"
"217",216,30,31,33,"AC-37","A","AC-37A","2018-03-15","70",70,-15,15.84881121,65.9380027,538617.1852,7313260.876,"12:55:00","2018-03-14","minus",0.1,-15.6,"16:21:56","2:26:00","S1B_IW_SLC__1SDV_20180314T162156_20180314T162226_010030_012302_0AD2","ASCENDING",29,210,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/25_2018-03-14_clip_100/S1B__IW___A_20180314T162156_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/25_2018-03-14_clip_100/S1B__IW___A_20180314T162156_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/25_2018-03-14_clip_100/S1B__IW___A_20180314T162156_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/25_2018-03-14_clip_100/S1B__IW___A_20180314T162156_VV_gamma0-rtc.tif","NA","NA","NA","0"
"218",217,32,33,35,"AC-39","A","AC-39A","2018-03-15","80",80,-15,15.93640688,65.88145457,542696.2178,7307015.189,"11:19:00","2018-03-14","minus",0.1,-15.6,"16:22:23","4:03:00","S1B_IW_SLC__1SDV_20180314T162223_20180314T162251_010030_012302_D8D8","ASCENDING",29,216,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/24_2018-03-14_clip_100/S1B__IW___A_20180314T162223_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/24_2018-03-14_clip_100/S1B__IW___A_20180314T162223_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/24_2018-03-14_clip_100/S1B__IW___A_20180314T162223_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/24_2018-03-14_clip_100/S1B__IW___A_20180314T162223_VV_gamma0-rtc.tif","NA","NA","NA","0"
"219",218,32,33,35,"AC-39","A","AC-39A","2018-03-15","80",80,-15,15.93640688,65.88145457,542696.2178,7307015.189,"11:19:00","2018-03-14","minus",0.1,-15.6,"16:21:56","4:02:00","S1B_IW_SLC__1SDV_20180314T162156_20180314T162226_010030_012302_0AD2","ASCENDING",29,210,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/25_2018-03-14_clip_100/S1B__IW___A_20180314T162156_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/25_2018-03-14_clip_100/S1B__IW___A_20180314T162156_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/25_2018-03-14_clip_100/S1B__IW___A_20180314T162156_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/25_2018-03-14_clip_100/S1B__IW___A_20180314T162156_VV_gamma0-rtc.tif","0.00971361216305722","0.0533450206374341","37.1691374096031","0"
"220",219,34,34,36,"AC-38","A","AC-38A","2018-03-15","85",85,-15,16.02861195,65.89659453,546872.4418,7308768.327,"10:00:00","2018-03-14","minus",0.1,-15.6,"16:22:23","5:22:00","S1B_IW_SLC__1SDV_20180314T162223_20180314T162251_010030_012302_D8D8","ASCENDING",29,216,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/24_2018-03-14_clip_100/S1B__IW___A_20180314T162223_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/24_2018-03-14_clip_100/S1B__IW___A_20180314T162223_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/24_2018-03-14_clip_100/S1B__IW___A_20180314T162223_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/24_2018-03-14_clip_100/S1B__IW___A_20180314T162223_VV_gamma0-rtc.tif","NA","NA","NA","0"
"221",220,34,34,36,"AC-38","A","AC-38A","2018-03-15","85",85,-15,16.02861195,65.89659453,546872.4418,7308768.327,"10:00:00","2018-03-14","minus",0.1,-15.6,"16:21:56","5:21:00","S1B_IW_SLC__1SDV_20180314T162156_20180314T162226_010030_012302_0AD2","ASCENDING",29,210,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/25_2018-03-14_clip_100/S1B__IW___A_20180314T162156_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/25_2018-03-14_clip_100/S1B__IW___A_20180314T162156_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/25_2018-03-14_clip_100/S1B__IW___A_20180314T162156_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/25_2018-03-14_clip_100/S1B__IW___A_20180314T162156_VV_gamma0-rtc.tif","0.00509489680435028","0.0523789249871377","31.5886647322241","0"
"222",221,36,35,37,"AC-40","A","AC-40A","2018-03-16","170",170,-15,16.08976248,65.87227973,549705.8182,7306105.522,"11:42:30","2018-03-15","minus",0,-17.8,"16:14:41","3:32:00","S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF","ASCENDING",131,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif","NA","NA","NA","0"
"223",222,37,36,38,"AC-41","A","AC-41A","2018-03-16","120",120,-20,16.26443367,65.83598422,557753.5181,7302210.037,"10:17:30","2018-03-15","minus",0,-17.8,"16:14:41","4:57:00","S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF","ASCENDING",131,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif","NA","NA","NA","0"
"224",223,38,37,39,"AC-31","A","AC-31A","2018-03-16","115",115,-10,15.59576559,65.98449828,527055.8412,7318310.67,"13:52:30","2018-03-15","minus",0,-17.8,"16:14:41","1:22:00","S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF","ASCENDING",131,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif","NA","NA","NA","0"
"225",224,45,43,45,"AC-25","A","AC-25A","2018-04-02","100",100,-5,15.84925843,66.20434872,538235.3079,7342946.922,"15:20:00","2018-04-01","minus",0.2,-8.9,"16:22:51","0:58:00","S1A_IW_SLC__1SDV_20180401T162251_20180401T162318_021276_024996_E126","ASCENDING",29,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/17_2018-04-01_clip_100/S1A__IW___A_20180401T162251_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/17_2018-04-01_clip_100/S1A__IW___A_20180401T162251_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/17_2018-04-01_clip_100/S1A__IW___A_20180401T162251_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/17_2018-04-01_clip_100/S1A__IW___A_20180401T162251_VV_gamma0-rtc.tif","0.00632956817421911","0.0432268974525542","36.1285928568797","0"
"226",225,47,44,46,"AC-26","A","AC-26A","2018-04-02","140",140,-5,16.04425364,66.16381694,547089.1167,7338562.269,"13:45:00","2018-04-01","minus",0.2,-8.9,"16:22:51","0:37:00","S1A_IW_SLC__1SDV_20180401T162251_20180401T162318_021276_024996_E126","ASCENDING",29,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/17_2018-04-01_clip_100/S1A__IW___A_20180401T162251_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/17_2018-04-01_clip_100/S1A__IW___A_20180401T162251_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/17_2018-04-01_clip_100/S1A__IW___A_20180401T162251_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/17_2018-04-01_clip_100/S1A__IW___A_20180401T162251_VV_gamma0-rtc.tif","0.00965425240511246","0.0604886100073008","32.9236438337672","0"
"227",226,49,45,47,"AC-29","A","AC-29A","2018-04-02","145",145,-5,16.14107316,66.10983041,551564.2798,7332621.634,"12:12:30","2018-04-01","minus",0.2,-8.9,"16:22:51","2:10:00","S1A_IW_SLC__1SDV_20180401T162251_20180401T162318_021276_024996_E126","ASCENDING",29,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/17_2018-04-01_clip_100/S1A__IW___A_20180401T162251_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/17_2018-04-01_clip_100/S1A__IW___A_20180401T162251_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/17_2018-04-01_clip_100/S1A__IW___A_20180401T162251_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/17_2018-04-01_clip_100/S1A__IW___A_20180401T162251_VV_gamma0-rtc.tif","0.0109791874808336","0.0528999644389076","33.7788073114707","0"
"228",227,189,279,292,"AC-23","B","AC-23B","2022-03-15","170",170,-1,15.45909231,66.2246367,520653.0315,7345024.777,"10:37:00","2022-03-14","minus",0,-3.6,"05:30:07","6:07:00","S1A_IW_SLC__1SDV_20220314T053007_20220314T053035_042313_050B38_3653","DESCENDING",66,374,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif","NA","NA","NA","0"
"229",228,189,279,292,"AC-23","B","AC-23B","2022-03-15","170",170,-1,15.45909231,66.2246367,520653.0315,7345024.777,"10:37:00","2022-03-14","minus",0,-3.6,"05:29:43","6:08:00","S1A_IW_SLC__1SDV_20220314T052943_20220314T053010_042313_050B38_6F1B","DESCENDING",66,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","0.00729667533654128","0.0622325027704417","39.8530138186611","0"
"230",229,191,280,293,"AC-38","B","AC-38B","2022-03-15","95",95,-17,16.06601119,65.92904529,548515.1091,7312413.359,"07:18:30","2022-03-14","minus",0,-3.6,"05:30:07","2:48:00","S1A_IW_SLC__1SDV_20220314T053007_20220314T053035_042313_050B38_3653","DESCENDING",66,374,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif","0.0112359397328311","0.0690172080745758","35.34152323035","0"
"231",230,191,280,293,"AC-38","B","AC-38B","2022-03-15","95",95,-17,16.06601119,65.92904529,548515.1091,7312413.359,"07:18:30","2022-03-14","minus",0,-3.6,"05:29:43","2:49:00","S1A_IW_SLC__1SDV_20220314T052943_20220314T053010_042313_050B38_6F1B","DESCENDING",66,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","NA","NA","NA","0"
"232",231,193,281,294,"AC-43","B","AC-43B","2022-03-15","35",35,-4,15.29647724,66.09173882,513407.6892,7330167.287,"07:22:30","2022-03-14","minus",0,-3.6,"05:30:07","2:52:00","S1A_IW_SLC__1SDV_20220314T053007_20220314T053035_042313_050B38_3653","DESCENDING",66,374,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif","0.0114117048408355","0.0873188073264427","39.219268573949","0"
"233",232,193,281,294,"AC-43","B","AC-43B","2022-03-15","35",35,-4,15.29647724,66.09173882,513407.6892,7330167.287,"07:22:30","2022-03-14","minus",0,-3.6,"05:29:43","2:53:00","S1A_IW_SLC__1SDV_20220314T052943_20220314T053010_042313_050B38_6F1B","DESCENDING",66,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","NA","NA","NA","0"
"234",233,195,282,295,"AC-46","B","AC-46B","2022-03-15","125",125,-3,15.26675247,66.15918547,512031.4368,7337679.111,"08:55:00","2022-03-14","minus",0,-3.6,"05:30:07","4:25:00","S1A_IW_SLC__1SDV_20220314T053007_20220314T053035_042313_050B38_3653","DESCENDING",66,374,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif","0.0123584829514571","0.0728808272649825","42.6138713519651","0"
"235",234,195,282,295,"AC-46","B","AC-46B","2022-03-15","125",125,-3,15.26675247,66.15918547,512031.4368,7337679.111,"08:55:00","2022-03-14","minus",0,-3.6,"05:29:43","4:26:00","S1A_IW_SLC__1SDV_20220314T052943_20220314T053010_042313_050B38_6F1B","DESCENDING",66,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","NA","NA","NA","0"
"236",235,200,290,303,"AC-39","C","AC-39C","2017-03-04","30",30,-15,15.99713695,65.85558969,545510.8611,7304175.201,"09:35:00","2017-03-03","minus",0,-12.7,"05:36:55","4:59:00","S1B_IW_SLC__1SDV_20170303T053655_20170303T053722_004540_007E86_CEE5","DESCENDING",139,371,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/30_2017-03-03_clip_100/S1B__IW___D_20170303T053655_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/30_2017-03-03_clip_100/S1B__IW___D_20170303T053655_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/30_2017-03-03_clip_100/S1B__IW___D_20170303T053655_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/30_2017-03-03_clip_100/S1B__IW___D_20170303T053655_VV_gamma0-rtc.tif","NA","NA","NA","0.221055558123531"
"237",236,202,291,304,"AC-40","C","AC-40C","2017-03-04","155",155,-9,16.13319552,65.84112738,551749.3676,7302668.783,"11:12:30","2017-03-03","minus",0,-12.7,"05:36:55","6:36:00","S1B_IW_SLC__1SDV_20170303T053655_20170303T053722_004540_007E86_CEE5","DESCENDING",139,371,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/30_2017-03-03_clip_100/S1B__IW___D_20170303T053655_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/30_2017-03-03_clip_100/S1B__IW___D_20170303T053655_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/30_2017-03-03_clip_100/S1B__IW___D_20170303T053655_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/30_2017-03-03_clip_100/S1B__IW___D_20170303T053655_VV_gamma0-rtc.tif","NA","NA","NA","0"
"238",237,204,292,305,"AC-41","C","AC-41C","2017-03-04","125",125,-9,16.30759412,65.80478255,559797.0704,7298773.267,"12:50:00","2017-03-03","minus",0,-12.7,"05:36:55","8:14:00","S1B_IW_SLC__1SDV_20170303T053655_20170303T053722_004540_007E86_CEE5","DESCENDING",139,371,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/30_2017-03-03_clip_100/S1B__IW___D_20170303T053655_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/30_2017-03-03_clip_100/S1B__IW___D_20170303T053655_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/30_2017-03-03_clip_100/S1B__IW___D_20170303T053655_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/30_2017-03-03_clip_100/S1B__IW___D_20170303T053655_VV_gamma0-rtc.tif","NA","NA","NA","0"
"239",238,206,293,306,"AC-33","C","AC-33C","2017-03-04","40",40,-7,16.08053297,66.03404496,548974.3517,7324126.804,"14:57:30","2017-03-03","minus",0,-12.7,"05:36:55","10:21:00","S1B_IW_SLC__1SDV_20170303T053655_20170303T053722_004540_007E86_CEE5","DESCENDING",139,371,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/30_2017-03-03_clip_100/S1B__IW___D_20170303T053655_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/30_2017-03-03_clip_100/S1B__IW___D_20170303T053655_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/30_2017-03-03_clip_100/S1B__IW___D_20170303T053655_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/30_2017-03-03_clip_100/S1B__IW___D_20170303T053655_VV_gamma0-rtc.tif","NA","NA","NA","0"
"240",239,208,294,307,"AC-32","C","AC-32C","2017-03-05","185",185,-14,15.94437763,66.0264787,542816.3157,7323183.87,"10:27:30","2017-03-04","minus",0,-14.9,"05:29:31","5:58:00","S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4","DESCENDING",66,373,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/29_2017-03-04_clip_100/S1A__IW___D_20170304T052931_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/29_2017-03-04_clip_100/S1A__IW___D_20170304T052931_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/29_2017-03-04_clip_100/S1A__IW___D_20170304T052931_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/29_2017-03-04_clip_100/S1A__IW___D_20170304T052931_VV_gamma0-rtc.tif","0.0644255434682888","0.266237827316497","35.2378156510642","0"
