"","X","Nothing","ID_clean","ID_preclean","Triangle","Corner","TriangleCorner","date","SnowDepth","SnowDepth_Noplus","temperature","x_4326","y_4326","x_3006","y_3006","middleTime","era5_new_date","era5_plusminus","era5_precip","era5_temp","granule_time","time_difference","granule_id","orbitProp","pathNr","frameNr","mask.tif","angle.tif","VH.tif","VV.tif","point_VH","point_VV","points_angle","points_mask"
"1",0,117,154,162,"AC-35","B","AC-35B","2017-03-06","95",95,-10,16.55437651,66.02318273,570477.9784,7323367.637,"12:47:30","2017-03-07","plus",0.1,-14.9,"16:22:17","2:35:00","S1B_IW_SLC__1SDV_20170307T162217_20170307T162245_004605_008070_6515","ASCENDING",29,216,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/26_2017-03-07_clip_100/S1B__IW___A_20170307T162217_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/26_2017-03-07_clip_100/S1B__IW___A_20170307T162217_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/26_2017-03-07_clip_100/S1B__IW___A_20170307T162217_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/26_2017-03-07_clip_100/S1B__IW___A_20170307T162217_VV_gamma0-rtc.tif","0.0134217790139736","0.0947119112246405","38.757078707932","0"
"2",1,117,154,162,"AC-35","B","AC-35B","2017-03-06","95",95,-10,16.55437651,66.02318273,570477.9784,7323367.637,"12:47:30","2017-03-07","plus",0.1,-14.9,"16:21:49","2:34:00","S1B_IW_SLC__1SDV_20170307T162149_20170307T162219_004605_008070_F2EE","ASCENDING",29,210,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/27_2017-03-07_clip_100/S1B__IW___A_20170307T162149_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/27_2017-03-07_clip_100/S1B__IW___A_20170307T162149_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/27_2017-03-07_clip_100/S1B__IW___A_20170307T162149_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/27_2017-03-07_clip_100/S1B__IW___A_20170307T162149_VV_gamma0-rtc.tif","NA","NA","NA","0"
"3",2,152,196,204,"AC-27","B","AC-27B","2019-03-11","30",30,-15,15.77325645,66.10627946,534948.6291,7331971.961,"10:15:00","2019-03-12","plus",0,-14.7,"05:28:51","5:47:00","S1B_IW_SLC__1SDV_20190312T052851_20190312T052918_015317_01CABC_814C","DESCENDING",66,370,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/15_2019-03-12_clip_100/S1B__IW___D_20190312T052851_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/15_2019-03-12_clip_100/S1B__IW___D_20190312T052851_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/15_2019-03-12_clip_100/S1B__IW___D_20190312T052851_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/15_2019-03-12_clip_100/S1B__IW___D_20190312T052851_VV_gamma0-rtc.tif","0.0306960756303704","0.141629969049265","53.8275427380984","0"
"4",3,144,185,193,"AC-24","B","AC-24B","2018-03-30","90",90,-5,15.75089585,66.21837029,533788.2675,7344453.175,"14:02:30","2018-03-31","plus",0.1,-8.2,"16:30:24","1:28:00","S1B_IW_SLC__1SDV_20180331T163024_20180331T163052_010278_012B11_63F7","ASCENDING",102,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/18_2018-03-31_clip_100/S1B__IW___A_20180331T163024_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/18_2018-03-31_clip_100/S1B__IW___A_20180331T163024_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/18_2018-03-31_clip_100/S1B__IW___A_20180331T163024_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/18_2018-03-31_clip_100/S1B__IW___A_20180331T163024_VV_gamma0-rtc.tif","0.00555259353573445","0.0358149457903039","32.9267139146021","0"
"5",4,278,416,435,"AC-36","C","AC-36C","2022-03-13","150",150,-5,16.83500371,66.00692786,583252.4008,7321900.346,"06:57:00","2022-03-14","plus",0,-3.6,"05:30:07","2:27:00","S1A_IW_SLC__1SDV_20220314T053007_20220314T053035_042313_050B38_3653","DESCENDING",66,374,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif","NA","NA","NA","0"
"6",5,278,416,435,"AC-36","C","AC-36C","2022-03-13","150",150,-5,16.83500371,66.00692786,583252.4008,7321900.346,"06:57:00","2022-03-14","plus",0,-3.6,"05:29:43","2:28:00","S1A_IW_SLC__1SDV_20220314T052943_20220314T053010_042313_050B38_6F1B","DESCENDING",66,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","0.00914617917744382","0.0521259478259328","32.7450994025765","0"
"7",6,146,186,194,"AC-25","B","AC-25B","2018-04-02","110",110,-5,15.92210788,66.22488338,541481.2433,7345282.029,"15:20:00","2018-04-03","plus",0,-9.8,"05:36:52","11:44:00","S1B_IW_SLC__1SDV_20180403T053652_20180403T053718_010315_012C56_7486","DESCENDING",139,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/16_2018-04-03_clip_100/S1B__IW___D_20180403T053652_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/16_2018-04-03_clip_100/S1B__IW___D_20180403T053652_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/16_2018-04-03_clip_100/S1B__IW___D_20180403T053652_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/16_2018-04-03_clip_100/S1B__IW___D_20180403T053652_VV_gamma0-rtc.tif","0.00893909033459548","0.0956745721273645","28.088983136652","0"
"8",7,148,187,195,"AC-26","B","AC-26B","2018-04-02","75",75,-5,16.06001278,66.19911613,547733.1046,7342508.393,"13:45:00","2018-04-03","plus",0,-9.8,"05:36:52","10:09:00","S1B_IW_SLC__1SDV_20180403T053652_20180403T053718_010315_012C56_7486","DESCENDING",139,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/16_2018-04-03_clip_100/S1B__IW___D_20180403T053652_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/16_2018-04-03_clip_100/S1B__IW___D_20180403T053652_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/16_2018-04-03_clip_100/S1B__IW___D_20180403T053652_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/16_2018-04-03_clip_100/S1B__IW___D_20180403T053652_VV_gamma0-rtc.tif","0.00861174954696063","0.078082216829156","30.3036337624576","0"
"9",8,276,415,434,"AC-35","C","AC-35C","2022-03-13","85",85,-8.4,16.63015012,66.00485918,573966.1625,7321413.04,"05:40:30","2022-03-14","plus",0,-3.6,"05:30:07","1:10:00","S1A_IW_SLC__1SDV_20220314T053007_20220314T053035_042313_050B38_3653","DESCENDING",66,374,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif","NA","NA","NA","0"
"10",9,276,415,434,"AC-35","C","AC-35C","2022-03-13","85",85,-8.4,16.63015012,66.00485918,573966.1625,7321413.04,"05:40:30","2022-03-14","plus",0,-3.6,"05:29:43","1:11:00","S1A_IW_SLC__1SDV_20220314T052943_20220314T053010_042313_050B38_6F1B","DESCENDING",66,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","0.00745751020939548","0.0580158615235274","33.4359766840367","0"
"11",10,150,188,196,"AC-29","B","AC-29B","2018-04-02","90",90,-5,16.13381444,66.1455831,551164.1776,7336600.318,"12:12:30","2018-04-03","plus",0,-9.8,"05:36:52","8:36:00","S1B_IW_SLC__1SDV_20180403T053652_20180403T053718_010315_012C56_7486","DESCENDING",139,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/16_2018-04-03_clip_100/S1B__IW___D_20180403T053652_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/16_2018-04-03_clip_100/S1B__IW___D_20180403T053652_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/16_2018-04-03_clip_100/S1B__IW___D_20180403T053652_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/16_2018-04-03_clip_100/S1B__IW___D_20180403T053652_VV_gamma0-rtc.tif","NA","NA","NA","0"
"12",11,151,195,203,"AC-32","B","AC-32B","2019-03-11","58",58,-15,15.96743701,66.06109946,543802.1738,7327058.39,"08:15:00","2019-03-12","plus",0,-14.7,"05:28:51","3:47:00","S1B_IW_SLC__1SDV_20190312T052851_20190312T052918_015317_01CABC_814C","DESCENDING",66,370,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/15_2019-03-12_clip_100/S1B__IW___D_20190312T052851_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/15_2019-03-12_clip_100/S1B__IW___D_20190312T052851_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/15_2019-03-12_clip_100/S1B__IW___D_20190312T052851_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/15_2019-03-12_clip_100/S1B__IW___D_20190312T052851_VV_gamma0-rtc.tif","0.00796661926952794","0.0964568209194608","33.3836499222505","0"
"13",12,153,197,205,"AC-42","B","AC-42B","2019-03-11","90",90,-10,15.76104404,65.87253495,534712.811,7305912.951,"13:37:30","2019-03-12","plus",0,-14.7,"05:28:51","9:09:00","S1B_IW_SLC__1SDV_20190312T052851_20190312T052918_015317_01CABC_814C","DESCENDING",66,370,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/15_2019-03-12_clip_100/S1B__IW___D_20190312T052851_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/15_2019-03-12_clip_100/S1B__IW___D_20190312T052851_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/15_2019-03-12_clip_100/S1B__IW___D_20190312T052851_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/15_2019-03-12_clip_100/S1B__IW___D_20190312T052851_VV_gamma0-rtc.tif","0.0230152589338744","0.139484411118291","39.9548662435271","0"
"14",13,274,414,433,"AC-34","C","AC-34C","2022-03-13","75",75,NA,16.38630033,66.02781699,562846.7651,7323705.379,"08:59:00","2022-03-14","plus",0,-3.6,"05:30:07","4:29:00","S1A_IW_SLC__1SDV_20220314T053007_20220314T053035_042313_050B38_3653","DESCENDING",66,374,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif","NA","NA","NA","0"
"15",14,274,414,433,"AC-34","C","AC-34C","2022-03-13","75",75,NA,16.38630033,66.02781699,562846.7651,7323705.379,"08:59:00","2022-03-14","plus",0,-3.6,"05:29:43","4:30:00","S1A_IW_SLC__1SDV_20220314T052943_20220314T053010_042313_050B38_6F1B","DESCENDING",66,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","0.00849993241635135","0.0567734271116792","36.1836151324521","0"
"16",15,272,413,432,"AC-30","C","AC-30C","2022-03-13","75",75,-5,16.40948664,66.08242527,563760.9059,7329814.416,"10:54:30","2022-03-14","plus",0,-3.6,"05:30:07","6:24:00","S1A_IW_SLC__1SDV_20220314T053007_20220314T053035_042313_050B38_3653","DESCENDING",66,374,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/6_2022-03-14_clip_100/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif","NA","NA","NA","0"
"17",16,272,413,432,"AC-30","C","AC-30C","2022-03-13","75",75,-5,16.40948664,66.08242527,563760.9059,7329814.416,"10:54:30","2022-03-14","plus",0,-3.6,"05:29:43","6:25:00","S1A_IW_SLC__1SDV_20220314T052943_20220314T053010_042313_050B38_6F1B","DESCENDING",66,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/7_2022-03-14_clip_100/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","0.00418334449988228","0.0384647158274133","38.7351288053752","0"
"18",17,164,215,228,"AC-42","B","AC-42B","2020-02-27","130",130,-15,15.76104404,65.87253495,534712.811,7305912.951,"11:45:00","2020-02-28","plus",0.3,-13.4,"05:37:28","7:08:00","S1B_IW_SLC__1SDV_20200228T053728_20200228T053755_020465_026C69_3787","DESCENDING",139,374,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/10_2020-02-28_clip_100/S1B__IW___D_20200228T053728_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/10_2020-02-28_clip_100/S1B__IW___D_20200228T053728_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/10_2020-02-28_clip_100/S1B__IW___D_20200228T053728_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/10_2020-02-28_clip_100/S1B__IW___D_20200228T053728_VV_gamma0-rtc.tif","NA","NA","NA","0"
"19",18,164,215,228,"AC-42","B","AC-42B","2020-02-27","130",130,-15,15.76104404,65.87253495,534712.811,7305912.951,"11:45:00","2020-02-28","plus",0.3,-13.4,"05:37:03","7:08:00","S1B_IW_SLC__1SDV_20200228T053703_20200228T053730_020465_026C69_96A6","DESCENDING",139,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/11_2020-02-28_clip_100/S1B__IW___D_20200228T053703_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/11_2020-02-28_clip_100/S1B__IW___D_20200228T053703_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/11_2020-02-28_clip_100/S1B__IW___D_20200228T053703_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/11_2020-02-28_clip_100/S1B__IW___D_20200228T053703_VV_gamma0-rtc.tif","0.0323607690974883","0.238266004646676","33.9042996036254","0"
"20",19,165,247,260,"AC-41","B","AC-41B","2021-03-15","140",140,-10,16.35196411,65.83569752,561751.7168,7302261.377,"05:54:00","2021-03-16","plus",0.1,-7.6,"16:23:09","9:29:00","S1A_IW_SLC__1SDV_20210316T162309_20210316T162336_037026_045B8A_178D","ASCENDING",29,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/8_2021-03-16_clip_100/S1A__IW___A_20210316T162309_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/8_2021-03-16_clip_100/S1A__IW___A_20210316T162309_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/8_2021-03-16_clip_100/S1A__IW___A_20210316T162309_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/8_2021-03-16_clip_100/S1A__IW___A_20210316T162309_VV_gamma0-rtc.tif","0.010723272866666","0.0601821661106132","37.1685027866597","0"
"21",20,296,425,444,"AC-46","C","AC-46C","2022-03-15","260",260,-3,15.18055162,66.16762289,508140.7873,7338605.705,"08:55:00","2022-03-16","plus",0,-5.6,"16:31:26","6:36:00","S1A_IW_SLC__1SDV_20220316T163126_20220316T163153_042349_050C83_200D","ASCENDING",102,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/5_2022-03-16_clip_100/S1A__IW___A_20220316T163126_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/5_2022-03-16_clip_100/S1A__IW___A_20220316T163126_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/5_2022-03-16_clip_100/S1A__IW___A_20220316T163126_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/5_2022-03-16_clip_100/S1A__IW___A_20220316T163126_VV_gamma0-rtc.tif","0.0125122479636322","0.0742141129882221","48.5920290199236","0"
"22",21,109,150,158,"AC-32","B","AC-32B","2017-03-05","125",125,-14,15.96743701,66.06109946,543802.1738,7327058.39,"10:27:30","2017-03-06","plus",0,-14.9,"16:31:04","5:04:00","S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323","ASCENDING",102,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VV_gamma0-rtc.tif","0.0114266329889766","0.0822536345045174","45.3003259514011","0"
"23",22,111,151,159,"AC-27","B","AC-27B","2017-03-05","70",70,-10,15.77325645,66.10627946,534948.6291,7331971.961,"12:15:00","2017-03-06","plus",0,-14.9,"16:31:04","3:16:00","S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323","ASCENDING",102,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VV_gamma0-rtc.tif","0.0380035807855248","0.275924888600323","24.5101969220632","0"
"24",23,294,424,443,"AC-43","C","AC-43C","2022-03-15","160",160,-4,15.2080681,66.09142172,509409.665,7330115.849,"07:22:30","2022-03-16","plus",0,-5.6,"16:31:26","8:09:00","S1A_IW_SLC__1SDV_20220316T163126_20220316T163153_042349_050C83_200D","ASCENDING",102,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/5_2022-03-16_clip_100/S1A__IW___A_20220316T163126_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/5_2022-03-16_clip_100/S1A__IW___A_20220316T163126_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/5_2022-03-16_clip_100/S1A__IW___A_20220316T163126_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/5_2022-03-16_clip_100/S1A__IW___A_20220316T163126_VV_gamma0-rtc.tif","0.00686002039851009","0.0546021612941422","38.9328838238433","0"
"25",24,113,152,160,"AC-30","B","AC-30B","2017-03-06","130",130,-10,16.3475215,66.10802569,560896.7912,7332605.764,"10:15:00","2017-03-07","plus",0.1,-14.9,"16:22:17","5:07:00","S1B_IW_SLC__1SDV_20170307T162217_20170307T162245_004605_008070_6515","ASCENDING",29,216,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/26_2017-03-07_clip_100/S1B__IW___A_20170307T162217_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/26_2017-03-07_clip_100/S1B__IW___A_20170307T162217_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/26_2017-03-07_clip_100/S1B__IW___A_20170307T162217_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/26_2017-03-07_clip_100/S1B__IW___A_20170307T162217_VV_gamma0-rtc.tif","0.0103627993995613","0.0666811020178748","44.0952892944231","0"
"26",25,113,152,160,"AC-30","B","AC-30B","2017-03-06","130",130,-10,16.3475215,66.10802569,560896.7912,7332605.764,"10:15:00","2017-03-07","plus",0.1,-14.9,"16:21:49","5:06:00","S1B_IW_SLC__1SDV_20170307T162149_20170307T162219_004605_008070_F2EE","ASCENDING",29,210,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/27_2017-03-07_clip_100/S1B__IW___A_20170307T162149_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/27_2017-03-07_clip_100/S1B__IW___A_20170307T162149_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/27_2017-03-07_clip_100/S1B__IW___A_20170307T162149_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5/27_2017-03-07_clip_100/S1B__IW___A_20170307T162149_VV_gamma0-rtc.tif","NA","NA","NA","0"
