"","X","ID_clean","ID_preclean","Triangle","Corner","TriangleCorner","date","SnowDepth","SnowDepth_Noplus","temperature","x_4326","y_4326","x_3006","y_3006","middleTime","granule_time","time_difference","granule_id","orbitProp","pathNr","frameNr","mask.tif","angle.tif","VH.tif","VV.tif","point_VH","point_VV","points_angle","points_mask"
"11",10,6,7,"AC-41","A","AC-41A","2017-03-04",70,70,-9,16.26443367,65.83598422,557753.5181,7302210.037,"12:50:00","05:29:31","8:21:00","S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4","DESCENDING",66,373,"C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/29_2017-03-04_clip_100/S1A__IW___D_20170304T052931_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/29_2017-03-04_clip_100/S1A__IW___D_20170304T052931_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/29_2017-03-04_clip_100/S1A__IW___D_20170304T052931_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/29_2017-03-04_clip_100/S1A__IW___D_20170304T052931_VV_gamma0-rtc.tif","0.00987169239670038","0.0672744140028954","38.5892448425293","0"
"12",11,7,8,"AC-33","A","AC-33A","2017-03-04",35,35,-7,16.03670724,66.06518167,546930.7414,7327563.494,"14:57:30","05:29:31","10:28:00","S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4","DESCENDING",66,373,"C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/29_2017-03-04_clip_100/S1A__IW___D_20170304T052931_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/29_2017-03-04_clip_100/S1A__IW___D_20170304T052931_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/29_2017-03-04_clip_100/S1A__IW___D_20170304T052931_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/29_2017-03-04_clip_100/S1A__IW___D_20170304T052931_VV_gamma0-rtc.tif","0.0355127602815628","0.160559818148613","36.8429222106934","0"
"13",12,152,160,"AC-30","B","AC-30B","2017-03-06",130,130,-10,16.3475215,66.10802569,560896.7912,7332605.764,"10:15:00","16:31:04","5:16:00","S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323","ASCENDING",102,214,"C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VV_gamma0-rtc.tif","0.0107891084626317","0.063560776412487","49.8185615539551","0"
"14",13,12,13,"AC-35","A","AC-35A","2017-03-06",30,30,-10,16.55332624,65.98731394,570529.3876,7319369.401,"12:47:30","16:31:04","2:44:00","S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323","ASCENDING",102,214,"C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VV_gamma0-rtc.tif","0.00930681917816401","0.0747689753770828","41.4922103881836","0"
"15",14,297,310,"AC-34","C","AC-34C","2017-03-06",45,45,-10,16.38630033,66.02781699,562846.7651,7323705.379,"11:20:00","16:31:04","4:11:00","S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323","ASCENDING",102,214,"C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VV_gamma0-rtc.tif","0.00795556697994471","0.0626755952835083","41.6398315429688","0"
"16",15,298,311,"AC-35","C","AC-35C","2017-03-06",75,75,-10,16.63015012,66.00485918,573966.1625,7321413.04,"12:47:30","16:31:04","2:44:00","S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323","ASCENDING",102,214,"C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VV_gamma0-rtc.tif","0.00866041146218777","0.0588873401284218","44.3106918334961","0"
"17",16,153,161,"AC-34","B","AC-34B","2017-03-06",125,125,-10,16.41726798,66.06140904,564165.8276,7327480.284,"11:20:00","16:31:04","4:11:00","S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323","ASCENDING",102,214,"C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VV_gamma0-rtc.tif","0.00936570297926664","0.0947243124246597","37.3104667663574","0"
"18",17,296,309,"AC-30","C","AC-30C","2017-03-06",35,35,-10,16.40948664,66.08242527,563760.9059,7329814.416,"10:15:00","16:31:04","5:16:00","S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323","ASCENDING",102,214,"C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VV_gamma0-rtc.tif","0.0147493351250887","0.107949905097485","40.9827842712402","0"
"19",18,11,12,"AC-34","A","AC-34A","2017-03-06",145,145,-10,16.33018168,66.05549638,560237.5303,7326734.951,"11:20:00","16:31:04","4:11:00","S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323","ASCENDING",102,214,"C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VV_gamma0-rtc.tif","0.00760885281488299","0.0546917095780373","46.9781799316406","0"
"20",19,10,11,"AC-30","A","AC-30A","2017-03-06",82,82,-10,16.32392487,66.07345377,559911.9498,7328730.193,"10:15:00","16:31:04","5:16:00","S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323","ASCENDING",102,214,"C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VV_gamma0-rtc.tif","0.0094199301674962","0.0724598616361618","43.7755928039551","0"
"21",20,154,162,"AC-35","B","AC-35B","2017-03-06",95,95,-10,16.55437651,66.02318273,570477.9784,7323367.637,"12:47:30","16:31:04","2:44:00","S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323","ASCENDING",102,214,"C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VV_gamma0-rtc.tif","0.0131082218140364","0.0778268426656723","43.8159370422363","0"
"22",21,177,185,"AC-38","B","AC-38B","2018-03-15",120,120,-15,16.06601119,65.92904529,548515.1091,7312413.359,"10:00:00","16:14:41","5:14:00","S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF","ASCENDING",131,214,"C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif","NA","NA","NA","0"
"23",22,176,184,"AC-39","B","AC-39B","2018-03-15",120,120,-15,16.0215596,65.89003991,546562.9883,7308032.57,"11:19:00","16:14:41","3:55:00","S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF","ASCENDING",131,214,"C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif","NA","NA","NA","0"
"24",23,320,333,"AC-39","C","AC-39C","2018-03-15",85,85,-15,15.99713695,65.85558969,545510.8611,7304175.201,"11:19:00","16:14:41","3:55:00","S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF","ASCENDING",131,214,"C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif","NA","NA","NA","0"
"25",24,318,331,"AC-37","C","AC-37C","2018-03-15",10,10,-15,15.89264784,65.90691896,540660.7363,7309824.185,"12:55:00","16:14:41","2:19:00","S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF","ASCENDING",131,214,"C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif","NA","NA","NA","0"
