"","X","ID","OG_ID","Triangle","Corner","TriangleCorner","date","SnowDepth","SnowDepth_Noplus","temperature","x_4326","y_4326","x_3006","y_3006","MiddleTime","era5_new_date","era5_plusminus","era5_precip","era5_temp","granule_time","time_difference","granule_id","orbitProp","pathNr","frameNr","mask.tif","angle.tif","VH.tif","VV.tif","point_VH","point_VV","points_angle","points_mask"
"130",129,187,195,"AC-26","B","AC-26B","2018-04-02","75",75,-5,16.06001278,66.19911613,547733.1046,7342508.393,"11:45:00","2018-04-01","minus",0.2,-8.9,"16:22:51","19:22:00","S1A_IW_SLC__1SDV_20180401T162251_20180401T162318_021276_024996_E126","ASCENDING",29,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/17_2018-04-01_clip_500/S1A__IW___A_20180401T162251_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/17_2018-04-01_clip_500/S1A__IW___A_20180401T162251_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/17_2018-04-01_clip_500/S1A__IW___A_20180401T162251_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/17_2018-04-01_clip_500/S1A__IW___A_20180401T162251_VV_gamma0-rtc.tif","0.0080957044006879","0.0550046294905137","37.5160304435908","0"
"131",130,330,343,"AC-25","C","AC-25C","2018-04-02","125",125,-5,15.92966596,66.18915009,541880.3604,7341304.369,"13:20:00","2018-04-01","minus",0.2,-8.9,"16:22:51","20:57:00","S1A_IW_SLC__1SDV_20180401T162251_20180401T162318_021276_024996_E126","ASCENDING",29,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/17_2018-04-01_clip_500/S1A__IW___A_20180401T162251_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/17_2018-04-01_clip_500/S1A__IW___A_20180401T162251_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/17_2018-04-01_clip_500/S1A__IW___A_20180401T162251_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/17_2018-04-01_clip_500/S1A__IW___A_20180401T162251_VV_gamma0-rtc.tif","0.0109025307742781","0.0571284005722569","34.6025455488007","0"
"132",131,331,344,"AC-26","C","AC-26C","2018-04-02","50",50,-5,16.12773116,66.17593417,550828.7822,7339978.009,"11:45:00","2018-04-01","minus",0.2,-8.9,"16:22:51","19:22:00","S1A_IW_SLC__1SDV_20180401T162251_20180401T162318_021276_024996_E126","ASCENDING",29,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/17_2018-04-01_clip_500/S1A__IW___A_20180401T162251_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/17_2018-04-01_clip_500/S1A__IW___A_20180401T162251_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/17_2018-04-01_clip_500/S1A__IW___A_20180401T162251_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/17_2018-04-01_clip_500/S1A__IW___A_20180401T162251_VV_gamma0-rtc.tif","0.0073202548655219","0.0532386580045286","31.5908446024261","0"
"133",132,188,196,"AC-29","B","AC-29B","2018-04-02","90",90,-5,16.13381444,66.1455831,551164.1776,7336600.318,"10:12:30","2018-04-01","minus",0.2,-8.9,"16:22:51","17:49:00","S1A_IW_SLC__1SDV_20180401T162251_20180401T162318_021276_024996_E126","ASCENDING",29,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/17_2018-04-01_clip_500/S1A__IW___A_20180401T162251_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/17_2018-04-01_clip_500/S1A__IW___A_20180401T162251_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/17_2018-04-01_clip_500/S1A__IW___A_20180401T162251_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/17_2018-04-01_clip_500/S1A__IW___A_20180401T162251_VV_gamma0-rtc.tif","0.00694830327306373","0.0464826552779858","35.7619768158903","0"
"134",133,45,47,"AC-29","A","AC-29A","2018-04-02","145",145,-5,16.14107316,66.10983041,551564.2798,7332621.634,"10:12:30","2018-04-03","plus",0,-9.8,"05:36:52","19:24:00","S1B_IW_SLC__1SDV_20180403T053652_20180403T053718_010315_012C56_7486","DESCENDING",139,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/16_2018-04-03_clip_500/S1B__IW___D_20180403T053652_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/16_2018-04-03_clip_500/S1B__IW___D_20180403T053652_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/16_2018-04-03_clip_500/S1B__IW___D_20180403T053652_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/16_2018-04-03_clip_500/S1B__IW___D_20180403T053652_VV_gamma0-rtc.tif","NA","NA","NA","0"
"135",134,44,46,"AC-26","A","AC-26A","2018-04-02","140",140,-5,16.04425364,66.16381694,547089.1167,7338562.269,"11:45:00","2018-04-03","plus",0,-9.8,"05:36:52","17:51:00","S1B_IW_SLC__1SDV_20180403T053652_20180403T053718_010315_012C56_7486","DESCENDING",139,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/16_2018-04-03_clip_500/S1B__IW___D_20180403T053652_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/16_2018-04-03_clip_500/S1B__IW___D_20180403T053652_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/16_2018-04-03_clip_500/S1B__IW___D_20180403T053652_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/16_2018-04-03_clip_500/S1B__IW___D_20180403T053652_VV_gamma0-rtc.tif","0.00664195539902591","0.0578197356247172","32.3878813891306","0"
"136",135,196,204,"AC-27","B","AC-27B","2019-03-11","30",30,-15,15.77325645,66.10627946,534948.6291,7331971.961,"09:15:00","2019-03-12","plus",0,-14.7,"05:28:51","20:13:00","S1B_IW_SLC__1SDV_20190312T052851_20190312T052918_015317_01CABC_814C","DESCENDING",66,370,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_VV_gamma0-rtc.tif","0.0282689508799272","0.165568064096106","45.3964232922488","0"
"137",136,340,353,"AC-27","C","AC-27C","2019-03-11","210",210,-15,15.80351497,66.07257278,536364.3222,7328232.328,"09:15:00","2019-03-12","plus",0,-14.7,"05:28:51","20:13:00","S1B_IW_SLC__1SDV_20190312T052851_20190312T052918_015317_01CABC_814C","DESCENDING",66,370,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_VV_gamma0-rtc.tif","0.0151494006312123","0.126993197703825","34.3119692604682","0"
"138",137,197,205,"AC-42","B","AC-42B","2019-03-11","90",90,-10,15.76104404,65.87253495,534712.811,7305912.951,"12:37:30","2019-03-12","plus",0,-14.7,"05:28:51","16:51:00","S1B_IW_SLC__1SDV_20190312T052851_20190312T052918_015317_01CABC_814C","DESCENDING",66,370,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_VV_gamma0-rtc.tif","0.024411005146109","0.151396788715911","39.7384280265558","0"
"139",138,341,354,"AC-42","C","AC-42C","2019-03-11","110",110,-10,15.68504701,65.89042994,531224.7772,7307867.528,"12:37:30","2019-03-12","plus",0,-14.7,"05:28:51","16:51:00","S1B_IW_SLC__1SDV_20190312T052851_20190312T052918_015317_01CABC_814C","DESCENDING",66,370,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_VV_gamma0-rtc.tif","0.0178193512400588","0.131424906061426","36.454880088269","0"
"140",139,54,56,"AC-42","A","AC-42A","2019-03-11","30",30,-10,15.76098076,65.90840731,534661.4522,7309911.059,"12:37:30","2019-03-12","plus",0,-14.7,"05:28:51","16:51:00","S1B_IW_SLC__1SDV_20190312T052851_20190312T052918_015317_01CABC_814C","DESCENDING",66,370,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_VV_gamma0-rtc.tif","0.0150835527320812","0.0986264939398374","36.5914575847639","0"
"141",140,53,55,"AC-27","A","AC-27A","2019-03-11","200",200,-15,15.71649311,66.07877936,532418.2506,7328876.351,"09:15:00","2019-03-12","plus",0,-14.7,"05:28:51","20:13:00","S1B_IW_SLC__1SDV_20190312T052851_20190312T052918_015317_01CABC_814C","DESCENDING",66,370,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_VV_gamma0-rtc.tif","0.0405525227864044","0.257490416861861","36.2429218810109","0"
"142",141,339,352,"AC-32","C","AC-32C","2019-03-11","250+",250,-15,15.94437763,66.0264787,542816.3157,7323183.87,"07:15:00","2019-03-12","plus",0,-14.7,"05:28:51","22:13:00","S1B_IW_SLC__1SDV_20190312T052851_20190312T052918_015317_01CABC_814C","DESCENDING",66,370,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_VV_gamma0-rtc.tif","0.0260433457784425","0.147296229003773","35.7700726097488","0"
"143",142,195,203,"AC-32","B","AC-32B","2019-03-11","58",58,-15,15.96743701,66.06109946,543802.1738,7327058.39,"07:15:00","2019-03-12","plus",0,-14.7,"05:28:51","22:13:00","S1B_IW_SLC__1SDV_20190312T052851_20190312T052918_015317_01CABC_814C","DESCENDING",66,370,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_VV_gamma0-rtc.tif","0.00891010112494684","0.0980826527783484","33.5814426236379","0"
"144",143,52,54,"AC-32","A","AC-32A","2019-03-11","65",65,-15,15.88210448,66.05188319,539953.2836,7325974.195,"07:15:00","2019-03-12","plus",0,-14.7,"05:28:51","22:13:00","S1B_IW_SLC__1SDV_20190312T052851_20190312T052918_015317_01CABC_814C","DESCENDING",66,370,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/15_2019-03-12_clip_500/S1B__IW___D_20190312T052851_VV_gamma0-rtc.tif","0.00985930801440273","0.0883292498842184","39.7828287869886","0"
"145",144,358,376,"AC-33","C","AC-33C","2020-02-26","70",70,-15,16.08053297,66.03404496,548974.3517,7324126.804,"12:17:30","2020-02-25","minus",0.1,-11.2,"16:30:48","19:46:00","S1B_IW_SLC__1SDV_20200225T163048_20200225T163116_020428_026B4D_0975","ASCENDING",102,216,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/13_2020-02-25_clip_500/S1B__IW___A_20200225T163048_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/13_2020-02-25_clip_500/S1B__IW___A_20200225T163048_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/13_2020-02-25_clip_500/S1B__IW___A_20200225T163048_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/13_2020-02-25_clip_500/S1B__IW___A_20200225T163048_VV_gamma0-rtc.tif","NA","NA","NA","0"
"146",145,358,376,"AC-33","C","AC-33C","2020-02-26","70",70,-15,16.08053297,66.03404496,548974.3517,7324126.804,"12:17:30","2020-02-25","minus",0.1,-11.2,"16:30:20","19:47:00","S1B_IW_SLC__1SDV_20200225T163020_20200225T163050_020428_026B4D_8053","ASCENDING",102,210,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/14_2020-02-25_clip_500/S1B__IW___A_20200225T163020_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/14_2020-02-25_clip_500/S1B__IW___A_20200225T163020_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/14_2020-02-25_clip_500/S1B__IW___A_20200225T163020_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/14_2020-02-25_clip_500/S1B__IW___A_20200225T163020_VV_gamma0-rtc.tif","0.0213714558145743","0.145390198119209","38.6382420402724","0"
"147",146,214,227,"AC-33","B","AC-33B","2020-02-26","90",90,-15,16.12502754,66.06502455,550928.8997,7327614.924,"12:17:30","2020-02-25","minus",0.1,-11.2,"16:30:48","19:46:00","S1B_IW_SLC__1SDV_20200225T163048_20200225T163116_020428_026B4D_0975","ASCENDING",102,216,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/13_2020-02-25_clip_500/S1B__IW___A_20200225T163048_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/13_2020-02-25_clip_500/S1B__IW___A_20200225T163048_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/13_2020-02-25_clip_500/S1B__IW___A_20200225T163048_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/13_2020-02-25_clip_500/S1B__IW___A_20200225T163048_VV_gamma0-rtc.tif","NA","NA","NA","0"
"148",147,214,227,"AC-33","B","AC-33B","2020-02-26","90",90,-15,16.12502754,66.06502455,550928.8997,7327614.924,"12:17:30","2020-02-25","minus",0.1,-11.2,"16:30:20","19:47:00","S1B_IW_SLC__1SDV_20200225T163020_20200225T163050_020428_026B4D_8053","ASCENDING",102,210,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/14_2020-02-25_clip_500/S1B__IW___A_20200225T163020_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/14_2020-02-25_clip_500/S1B__IW___A_20200225T163020_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/14_2020-02-25_clip_500/S1B__IW___A_20200225T163020_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/14_2020-02-25_clip_500/S1B__IW___A_20200225T163020_VV_gamma0-rtc.tif","0.0305069249813932","0.104809151888961","52.9043991433347","0"
"149",148,71,78,"AC-33","A","AC-33A","2020-02-26","170",170,-15,16.03670724,66.06518167,546930.7414,7327563.494,"12:17:30","2020-02-25","minus",0.1,-11.2,"16:30:48","19:46:00","S1B_IW_SLC__1SDV_20200225T163048_20200225T163116_020428_026B4D_0975","ASCENDING",102,216,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/13_2020-02-25_clip_500/S1B__IW___A_20200225T163048_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/13_2020-02-25_clip_500/S1B__IW___A_20200225T163048_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/13_2020-02-25_clip_500/S1B__IW___A_20200225T163048_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/13_2020-02-25_clip_500/S1B__IW___A_20200225T163048_VV_gamma0-rtc.tif","0.0176781861456974","0.121148263935408","39.0293534997146","0"
"150",149,71,78,"AC-33","A","AC-33A","2020-02-26","170",170,-15,16.03670724,66.06518167,546930.7414,7327563.494,"12:17:30","2020-02-25","minus",0.1,-11.2,"16:30:20","19:47:00","S1B_IW_SLC__1SDV_20200225T163020_20200225T163050_020428_026B4D_8053","ASCENDING",102,210,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/14_2020-02-25_clip_500/S1B__IW___A_20200225T163020_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/14_2020-02-25_clip_500/S1B__IW___A_20200225T163020_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/14_2020-02-25_clip_500/S1B__IW___A_20200225T163020_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/14_2020-02-25_clip_500/S1B__IW___A_20200225T163020_VV_gamma0-rtc.tif","0.0203231738296598","0.14410836050601","40.0446467792588","0"
"151",150,359,377,"AC-42","C","AC-42C","2020-02-27","135",135,-15,15.68504701,65.89042994,531224.7772,7307867.528,"10:45:00","2020-02-28","plus",0.3,-13.4,"05:37:28","18:52:00","S1B_IW_SLC__1SDV_20200228T053728_20200228T053755_020465_026C69_3787","DESCENDING",139,374,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/10_2020-02-28_clip_500/S1B__IW___D_20200228T053728_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/10_2020-02-28_clip_500/S1B__IW___D_20200228T053728_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/10_2020-02-28_clip_500/S1B__IW___D_20200228T053728_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/10_2020-02-28_clip_500/S1B__IW___D_20200228T053728_VV_gamma0-rtc.tif","NA","NA","NA","0"
"152",151,359,377,"AC-42","C","AC-42C","2020-02-27","135",135,-15,15.68504701,65.89042994,531224.7772,7307867.528,"10:45:00","2020-02-28","plus",0.3,-13.4,"05:37:03","18:52:00","S1B_IW_SLC__1SDV_20200228T053703_20200228T053730_020465_026C69_96A6","DESCENDING",139,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/11_2020-02-28_clip_500/S1B__IW___D_20200228T053703_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/11_2020-02-28_clip_500/S1B__IW___D_20200228T053703_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/11_2020-02-28_clip_500/S1B__IW___D_20200228T053703_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/11_2020-02-28_clip_500/S1B__IW___D_20200228T053703_VV_gamma0-rtc.tif","0.0236573318607415","0.240525396436591","30.4153078891869","0"
"153",152,72,79,"AC-42","A","AC-42A","2020-02-27","75",75,-15,15.76098076,65.90840731,534661.4522,7309911.059,"10:45:00","2020-02-28","plus",0.3,-13.4,"05:37:28","18:52:00","S1B_IW_SLC__1SDV_20200228T053728_20200228T053755_020465_026C69_3787","DESCENDING",139,374,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/10_2020-02-28_clip_500/S1B__IW___D_20200228T053728_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/10_2020-02-28_clip_500/S1B__IW___D_20200228T053728_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/10_2020-02-28_clip_500/S1B__IW___D_20200228T053728_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/10_2020-02-28_clip_500/S1B__IW___D_20200228T053728_VV_gamma0-rtc.tif","NA","NA","NA","0"
"154",153,72,79,"AC-42","A","AC-42A","2020-02-27","75",75,-15,15.76098076,65.90840731,534661.4522,7309911.059,"10:45:00","2020-02-28","plus",0.3,-13.4,"05:37:03","18:52:00","S1B_IW_SLC__1SDV_20200228T053703_20200228T053730_020465_026C69_96A6","DESCENDING",139,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/11_2020-02-28_clip_500/S1B__IW___D_20200228T053703_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/11_2020-02-28_clip_500/S1B__IW___D_20200228T053703_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/11_2020-02-28_clip_500/S1B__IW___D_20200228T053703_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/11_2020-02-28_clip_500/S1B__IW___D_20200228T053703_VV_gamma0-rtc.tif","0.012299825193763","0.100402839892176","30.5524673253861","0"
"155",154,359,377,"AC-42","C","AC-42C","2020-02-27","135",135,-15,15.68504701,65.89042994,531224.7772,7307867.528,"10:45:00","2020-02-26","minus",0,-15.4,"16:23:03","18:21:00","S1A_IW_SLC__1SDV_20200226T162303_20200226T162330_031426_039E30_0FF4","ASCENDING",29,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/12_2020-02-26_clip_500/S1A__IW___A_20200226T162303_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/12_2020-02-26_clip_500/S1A__IW___A_20200226T162303_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/12_2020-02-26_clip_500/S1A__IW___A_20200226T162303_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/12_2020-02-26_clip_500/S1A__IW___A_20200226T162303_VV_gamma0-rtc.tif","0.0255001033205144","0.164550502745561","35.0703946810057","0"
