"","X","ID","OG_ID","Triangle","Corner","TriangleCorner","date","SnowDepth","SnowDepth_Noplus","temperature","x_4326","y_4326","x_3006","y_3006","MiddleTime","era5_new_date","era5_plusminus","era5_precip","era5_temp","granule_time","time_difference","granule_id","orbitProp","pathNr","frameNr","mask.tif","angle.tif","VH.tif","VV.tif","point_VH","point_VV","points_angle","points_mask"
"48",47,177,185,"AC-38","B","AC-38B","2018-03-15","120",120,-15,16.06601119,65.92904529,548515.1091,7312413.359,"09:00:00","2018-03-14","minus",0.1,-15.6,"16:21:56","16:38:00","S1B_IW_SLC__1SDV_20180314T162156_20180314T162226_010030_012302_0AD2","ASCENDING",29,210,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_VV_gamma0-rtc.tif","0.00581837870402408","0.0285501207406008","40.1200981475998","0"
"49",48,318,331,"AC-37","C","AC-37C","2018-03-15","10",10,-15,15.89264784,65.90691896,540660.7363,7309824.185,"11:55:00","2018-03-14","minus",0.1,-15.6,"16:22:23","19:32:00","S1B_IW_SLC__1SDV_20180314T162223_20180314T162251_010030_012302_D8D8","ASCENDING",29,216,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_VV_gamma0-rtc.tif","0.00865913978109349","0.0548728020572223","32.5224536472167","0"
"50",49,318,331,"AC-37","C","AC-37C","2018-03-15","10",10,-15,15.89264784,65.90691896,540660.7363,7309824.185,"11:55:00","2018-03-14","minus",0.1,-15.6,"16:21:56","19:33:00","S1B_IW_SLC__1SDV_20180314T162156_20180314T162226_010030_012302_0AD2","ASCENDING",29,210,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_VV_gamma0-rtc.tif","NA","NA","NA","0"
"51",50,321,334,"AC-38","C","AC-38C","2018-03-15","130",130,-15,16.11606048,65.89957289,550851.1264,7309168.337,"09:00:00","2018-03-14","minus",0.1,-15.6,"16:22:23","16:37:00","S1B_IW_SLC__1SDV_20180314T162223_20180314T162251_010030_012302_D8D8","ASCENDING",29,216,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_VV_gamma0-rtc.tif","NA","NA","NA","0"
"52",51,321,334,"AC-38","C","AC-38C","2018-03-15","130",130,-15,16.11606048,65.89957289,550851.1264,7309168.337,"09:00:00","2018-03-14","minus",0.1,-15.6,"16:21:56","16:38:00","S1B_IW_SLC__1SDV_20180314T162156_20180314T162226_010030_012302_0AD2","ASCENDING",29,210,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_VV_gamma0-rtc.tif","0.00552930936248411","0.0543159728294047","38.8934227112414","0"
"53",52,320,333,"AC-39","C","AC-39C","2018-03-15","85",85,-15,15.99713695,65.85558969,545510.8611,7304175.201,"10:19:00","2018-03-14","minus",0.1,-15.6,"16:22:23","17:56:00","S1B_IW_SLC__1SDV_20180314T162223_20180314T162251_010030_012302_D8D8","ASCENDING",29,216,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_VV_gamma0-rtc.tif","NA","NA","NA","0"
"54",53,320,333,"AC-39","C","AC-39C","2018-03-15","85",85,-15,15.99713695,65.85558969,545510.8611,7304175.201,"10:19:00","2018-03-14","minus",0.1,-15.6,"16:21:56","17:57:00","S1B_IW_SLC__1SDV_20180314T162156_20180314T162226_010030_012302_0AD2","ASCENDING",29,210,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_VV_gamma0-rtc.tif","0.0104897003799374","0.0614220185303777","41.9660682261287","0"
"55",54,31,33,"AC-37","A","AC-37A","2018-03-15","70",70,-15,15.84881121,65.9380027,538617.1852,7313260.876,"11:55:00","2018-03-14","minus",0.1,-15.6,"16:22:23","19:32:00","S1B_IW_SLC__1SDV_20180314T162223_20180314T162251_010030_012302_D8D8","ASCENDING",29,216,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_VV_gamma0-rtc.tif","0.00556723504469248","0.0372187642130756","31.6716694570325","0"
"56",55,31,33,"AC-37","A","AC-37A","2018-03-15","70",70,-15,15.84881121,65.9380027,538617.1852,7313260.876,"11:55:00","2018-03-14","minus",0.1,-15.6,"16:21:56","19:33:00","S1B_IW_SLC__1SDV_20180314T162156_20180314T162226_010030_012302_0AD2","ASCENDING",29,210,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_VV_gamma0-rtc.tif","NA","NA","NA","0"
"57",56,33,35,"AC-39","A","AC-39A","2018-03-15","80",80,-15,15.93640688,65.88145457,542696.2178,7307015.189,"10:19:00","2018-03-14","minus",0.1,-15.6,"16:22:23","17:56:00","S1B_IW_SLC__1SDV_20180314T162223_20180314T162251_010030_012302_D8D8","ASCENDING",29,216,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_VV_gamma0-rtc.tif","NA","NA","NA","0"
"58",57,33,35,"AC-39","A","AC-39A","2018-03-15","80",80,-15,15.93640688,65.88145457,542696.2178,7307015.189,"10:19:00","2018-03-14","minus",0.1,-15.6,"16:21:56","17:57:00","S1B_IW_SLC__1SDV_20180314T162156_20180314T162226_010030_012302_0AD2","ASCENDING",29,210,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_VV_gamma0-rtc.tif","0.00821841620918473","0.0465847737204867","38.6084541716769","0"
"59",58,34,36,"AC-38","A","AC-38A","2018-03-15","85",85,-15,16.02861195,65.89659453,546872.4418,7308768.327,"09:00:00","2018-03-14","minus",0.1,-15.6,"16:22:23","16:37:00","S1B_IW_SLC__1SDV_20180314T162223_20180314T162251_010030_012302_D8D8","ASCENDING",29,216,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/24_2018-03-14_clip_500/S1B__IW___A_20180314T162223_VV_gamma0-rtc.tif","NA","NA","NA","0"
"60",59,34,36,"AC-38","A","AC-38A","2018-03-15","85",85,-15,16.02861195,65.89659453,546872.4418,7308768.327,"09:00:00","2018-03-14","minus",0.1,-15.6,"16:21:56","16:38:00","S1B_IW_SLC__1SDV_20180314T162156_20180314T162226_010030_012302_0AD2","ASCENDING",29,210,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/25_2018-03-14_clip_500/S1B__IW___A_20180314T162156_VV_gamma0-rtc.tif","0.00761131104932145","0.0646824458289698","29.8783927789484","0"
"61",60,37,39,"AC-31","A","AC-31A","2018-03-16","115",115,-10,15.59576559,65.98449828,527055.8412,7318310.67,"12:52:30","2018-03-15","minus",0,-17.8,"16:14:41","20:37:00","S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF","ASCENDING",131,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif","NA","NA","NA","0"
"62",61,180,188,"AC-31","B","AC-31B","2018-03-16","125",125,-10,15.63274264,66.01705338,528698.4479,7321955.65,"12:52:30","2018-03-15","minus",0,-17.8,"16:14:41","20:37:00","S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF","ASCENDING",131,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif","NA","NA","NA","0"
"63",62,322,335,"AC-40","C","AC-40C","2018-03-16","200",200,-15,16.13319552,65.84112738,551749.3676,7302668.783,"10:42:30","2018-03-15","minus",0,-17.8,"16:14:41","18:27:00","S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF","ASCENDING",131,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif","NA","NA","NA","0"
"64",63,178,186,"AC-40","B","AC-40B","2018-03-16","115",115,-15,16.17741866,65.87209272,553703.9877,7306156.875,"10:42:30","2018-03-15","minus",0,-17.8,"16:14:41","18:27:00","S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF","ASCENDING",131,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif","NA","NA","NA","0"
"65",64,179,187,"AC-41","B","AC-41B","2018-03-16","200",200,-20,16.35196411,65.83569752,561751.7168,7302261.377,"09:17:30","2018-03-15","minus",0,-17.8,"16:14:41","17:02:00","S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF","ASCENDING",131,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif","0.0115837721387811","0.0683188440284053","31.6306684976425","0"
"66",65,324,337,"AC-31","C","AC-31C","2018-03-16","145",145,-10,15.68346284,65.98772306,531034.4515,7318710.707,"12:52:30","2018-03-15","minus",0,-17.8,"16:14:41","20:37:00","S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF","ASCENDING",131,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif","NA","NA","NA","0"
"67",66,323,336,"AC-41","C","AC-41C","2018-03-16","165",165,-20,16.30759412,65.80478255,559797.0704,7298773.267,"09:17:30","2018-03-15","minus",0,-17.8,"16:14:41","17:02:00","S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF","ASCENDING",131,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif","0.00180997687857598","0.0119622861966491","28.1912269592285","0"
"68",67,36,38,"AC-41","A","AC-41A","2018-03-16","120",120,-20,16.26443367,65.83598422,557753.5181,7302210.037,"09:17:30","2018-03-15","minus",0,-17.8,"16:14:41","17:02:00","S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF","ASCENDING",131,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif","NA","NA","NA","0"
"69",68,35,37,"AC-40","A","AC-40A","2018-03-16","170",170,-15,16.08976248,65.87227973,549705.8182,7306105.522,"10:42:30","2018-03-15","minus",0,-17.8,"16:14:41","18:27:00","S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF","ASCENDING",131,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/23_2018-03-15_clip_500/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif","NA","NA","NA","0"
"70",69,30,32,"AC-42","A","AC-42A","2018-03-29","85",85,-10,15.76098076,65.90840731,534661.4522,7309911.059,"10:30:00","2018-03-30","plus",0.1,-7.2,"16:39:14","30:09:00","S1A_IW_SLC__1SDV_20180330T163914_20180330T163941_021247_0248AC_6826","ASCENDING",175,212,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/19_2018-03-30_clip_500/S1A__IW___A_20180330T163914_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/19_2018-03-30_clip_500/S1A__IW___A_20180330T163914_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/19_2018-03-30_clip_500/S1A__IW___A_20180330T163914_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/19_2018-03-30_clip_500/S1A__IW___A_20180330T163914_VV_gamma0-rtc.tif","NA","NA","NA","0"
"71",70,30,32,"AC-42","A","AC-42A","2018-03-29","85",85,-10,15.76098076,65.90840731,534661.4522,7309911.059,"10:30:00","2018-03-30","plus",0.1,-7.2,"05:21:31","18:51:00","S1A_IW_SLC__1SDV_20180330T052131_20180330T052159_021240_024878_9540","DESCENDING",168,374,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/20_2018-03-30_clip_500/S1A__IW___D_20180330T052131_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/20_2018-03-30_clip_500/S1A__IW___D_20180330T052131_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/20_2018-03-30_clip_500/S1A__IW___D_20180330T052131_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/20_2018-03-30_clip_500/S1A__IW___D_20180330T052131_VV_gamma0-rtc.tif","0.00977702170074529","0.0466869772188365","41.9894112335445","0"
"72",71,30,32,"AC-42","A","AC-42A","2018-03-29","85",85,-10,15.76098076,65.90840731,534661.4522,7309911.059,"10:30:00","2018-03-30","plus",0.1,-7.2,"05:21:06","18:51:00","S1A_IW_SLC__1SDV_20180330T052106_20180330T052133_021240_024878_7D66","DESCENDING",168,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/21_2018-03-30_clip_500/S1A__IW___D_20180330T052106_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/21_2018-03-30_clip_500/S1A__IW___D_20180330T052106_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/21_2018-03-30_clip_500/S1A__IW___D_20180330T052106_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/21_2018-03-30_clip_500/S1A__IW___D_20180330T052106_VV_gamma0-rtc.tif","NA","NA","NA","0"
"73",72,317,330,"AC-42","C","AC-42C","2018-03-29","110",110,-10,15.68504701,65.89042994,531224.7772,7307867.528,"10:30:00","2018-03-28","minus",0.1,-7.7,"05:37:41","28:52:00","S1A_IW_SLC__1SDV_20180328T053741_20180328T053808_021211_024795_07AE","DESCENDING",139,371,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/22_2018-03-28_clip_500/S1A__IW___D_20180328T053741_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/22_2018-03-28_clip_500/S1A__IW___D_20180328T053741_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/22_2018-03-28_clip_500/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_500/22_2018-03-28_clip_500/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif","0.0151343020185252","0.0852134788465089","30.4131272104052","0"
