granule_ID,orbitProp,pathNr,frameNr,date,startTime,measurement_date,measurement_id,measurement_cornerTriangle,measurement_depth,measurement_temperature,nr_of_measurements,polygon
S1B_IW_SLC__1SDV_20180402T161411_20180402T161441_010307_012C02_F591,ASCENDING,131,216,2018-04-02,2018-04-02T16:14:11.000Z,2018-04-02,"[45, 188, 331, 332]","['AC-29A', 'AC-29B', 'AC-26C', 'AC-29C']","['145', '90', '50', '85']","[-5.0, -5.0, -5.0, -5.0]",4,"[[15.176475, 67.538376], [16.333559, 65.786079], [21.764204, 66.243469], [21.007017, 68.015915], [15.176475, 67.538376]]"
S1B_IW_SLC__1SDV_20180331T163024_20180331T163052_010278_012B11_63F7,ASCENDING,102,213,2018-03-31,2018-03-31T16:30:24.000Z,2018-03-31,"[25, 26, 168, 169, 312, 313]","['AC-46A', 'AC-43A', 'AC-46B', 'AC-43B', 'AC-46C', 'AC-43C']","['110', '100', '110', '40', '90', '80']","[-10.0, -10.0, -10.0, -10.0, -10.0, -10.0]",6,"[[11.665743, 66.597351], [12.688329, 64.955978], [17.971672, 65.40786], [17.297895, 67.066353], [11.665743, 66.597351]]"
S1A_IW_SLC__1SDV_20180330T163914_20180330T163941_021247_0248AC_6826,ASCENDING,175,212,2018-03-30,2018-03-30T16:39:14.000Z,2018-03-30,"[27, 28, 170, 314, 315]","['AC-23A', 'AC-21A', 'AC-23B', 'AC-23C', 'AC-21C']","['75', '85', '120', '65', '25']","[-8.0, -5.0, -8.0, -8.0, -5.0]",5,"[[9.644695, 66.189964], [10.622998, 64.603432], [16.053856, 65.074356], [15.415966, 66.677681], [9.644695, 66.189964]]"
S1A_IW_SLC__1SDV_20180330T052131_20180330T052159_021240_024878_9540,DESCENDING,168,374,2018-03-30,2018-03-30T05:21:31.000Z,2018-03-30,"[27, 29, 42, 170, 185, 314, 329]","['AC-23A', 'AC-22A', 'AC-24A', 'AC-23B', 'AC-24B', 'AC-23C', 'AC-24C']","['75', '80', '90', '120', '90', '65', '30']","[-8.0, -5.0, -5.0, -8.0, -5.0, -8.0, -5.0]",7,"[[19.275253, 64.238159], [20.265894, 65.883278], [14.583497, 66.364983], [13.935036, 64.703247], [19.275253, 64.238159]]"
S1A_IW_SLC__1SDV_20180330T052106_20180330T052133_021240_024878_7D66,DESCENDING,168,369,2018-03-30,2018-03-30T05:21:06.000Z,2018-03-30,"[27, 28, 29, 42, 170, 171, 172, 185, 314, 315, 316, 329]","['AC-23A', 'AC-21A', 'AC-22A', 'AC-24A', 'AC-23B', 'AC-21B', 'AC-22B', 'AC-24B', 'AC-23C', 'AC-21C', 'AC-22C', 'AC-24C']","['75', '85', '80', '90', '120', '80', '60', '90', '65', '25', '65', '30']","[-8.0, -5.0, -5.0, -5.0, -8.0, -5.0, -5.0, -5.0, -8.0, -5.0, -5.0, -5.0]",12,"[[20.184574, 65.756783], [21.237419, 67.340233], [15.210522, 67.839508], [14.530725, 66.237], [20.184574, 65.756783]]"
S1A_IW_SLC__1SDV_20180328T053741_20180328T053808_021211_024795_07AE,DESCENDING,139,371,2018-03-28,2018-03-28T05:37:41.000Z,2018-03-28,"[38, 39, 40, 41, 181, 182, 183, 184, 325, 326, 327, 328]","['AC-27A', 'AC-28A', 'AC-32A', 'AC-33A', 'AC-27B', 'AC-28B', 'AC-32B', 'AC-33B', 'AC-27C', 'AC-28C', 'AC-32C', 'AC-33C']","['240', '140', '155', '135', '60', '55', '250', '130', '220', '30', '190', '70']","[-8.0, -8.0, -5.0, -10.0, -8.0, -8.0, -5.0, -10.0, -8.0, -8.0, -5.0, -10.0]",12,"[[15.767897, 65.286537], [16.787424, 66.871353], [10.885225, 67.363609], [10.223847, 65.760811], [15.767897, 65.286537]]"
S1A_IW_SLC__1SDV_20180323T052943_20180323T053011_021138_024546_C2FF,DESCENDING,66,374,2018-03-23,2018-03-23T05:29:43.000Z,2018-03-23,"[46, 47, 48, 49, 190, 191, 192, 333, 334, 335, 336]","['AC-30A', 'AC-34A', 'AC-35A', 'AC-36A', 'AC-34B', 'AC-35B', 'AC-36B', 'AC-30C', 'AC-34C', 'AC-35C', 'AC-36C']","['110', '130', '90', '125', '115', '120', '110', '70', '75', '110', '150']","[-10.0, -10.0, -10.0, -15.0, -10.0, -10.0, -15.0, -10.0, -10.0, -10.0, -15.0]",11,"[[17.251289, 64.297119], [18.245354, 65.941795], [12.552177, 66.423981], [11.901709, 64.762581], [17.251289, 64.297119]]"
S1A_IW_SLC__1SDV_20180323T052918_20180323T052945_021138_024546_7E43,DESCENDING,66,369,2018-03-23,2018-03-23T05:29:18.000Z,2018-03-23,"[46, 47, 48, 49, 189, 190, 191, 192, 333, 334, 335, 336]","['AC-30A', 'AC-34A', 'AC-35A', 'AC-36A', 'AC-30B', 'AC-34B', 'AC-35B', 'AC-36B', 'AC-30C', 'AC-34C', 'AC-35C', 'AC-36C']","['110', '130', '90', '125', '165', '115', '120', '110', '70', '75', '110', '150']","[-10.0, -10.0, -10.0, -15.0, -10.0, -10.0, -10.0, -15.0, -10.0, -10.0, -10.0, -15.0]",12,"[[18.154873, 65.816246], [19.211275, 67.399521], [13.175963, 67.898766], [12.494075, 66.296341], [18.154873, 65.816246]]"
S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,2018-03-15,2018-03-15T16:14:41.000Z,2018-03-15,"[34, 176, 177, 321]","['AC-38A', 'AC-39B', 'AC-38B', 'AC-38C']","['85', '120', '120', '130']","[-15.0, -15.0, -15.0, -15.0]",4,"[[15.523362, 66.64843], [16.530441, 65.063065], [22.058718, 65.538414], [21.405298, 67.141472], [15.523362, 66.64843]]"
S1A_IW_SLC__1SDV_20170418T162245_20170418T162312_016201_01AC72_1BF6,ASCENDING,29,213,2017-04-18,2017-04-18T16:22:45.000Z,2017-04-18,"[20, 24, 162, 166, 167, 306, 310, 311]","['AC-23A', 'AC-43A', 'AC-23B', 'AC-43B', 'AC-46B', 'AC-23C', 'AC-43C', 'AC-46C']","['90', '200', '70', '80', '45', '45', '95', '30']","[-10.0, -5.0, -10.0, -5.0, -5.0, -10.0, -5.0, -5.0]",8,"[[13.625251, 66.430435], [14.617412, 64.844299], [20.086269, 65.31604], [19.440617, 66.919357], [13.625251, 66.430435]]"
S1A_IW_SLC__1SDV_20170416T052114_20170416T052141_016165_01AB5A_D5F7,DESCENDING,168,372,2017-04-16,2017-04-16T05:21:14.000Z,2017-04-16,"[22, 23, 164, 165, 308, 309]","['AC-33A', 'AC-37A', 'AC-33B', 'AC-37B', 'AC-33C', 'AC-37C']","['45', '70', '15', '70', '40', '35']","[-8.0, -10.0, -8.0, -10.0, -8.0, -10.0]",6,"[[20.701454, 66.530205], [14.860655, 67.020668], [14.211069, 65.417122], [19.70241, 64.944061], [20.701454, 66.530205]]"
S1A_IW_SLC__1SDV_20170414T053741_20170414T053808_016136_01AA6F_5AED,DESCENDING,139,372,2017-04-14,2017-04-14T05:37:41.000Z,2017-04-14,"[21, 163, 307]","['AC-28A', 'AC-28B', 'AC-28C']","['20', '50', '50']","[nan, nan, nan]",3,"[[16.569473, 66.547485], [10.744727, 67.035774], [10.095237, 65.43261], [15.571288, 64.961632], [16.569473, 66.547485]]"
S1B_IW_SLC__1SDV_20170331T162217_20170331T162245_004955_008A99_CEFC,ASCENDING,29,216,2017-03-31,2017-03-31T16:22:17.000Z,2017-03-31,"[16, 17, 158, 159, 302, 303]","['AC-25A', 'AC-24A', 'AC-25B', 'AC-24B', 'AC-25C', 'AC-24C']","['55', '50', '145', '60', '95', '60']","[-10.0, -8.0, -10.0, -8.0, -10.0, -8.0]",6,"[[13.23102, 67.367203], [14.305283, 65.727882], [19.736834, 66.185814], [19.033848, 67.843773], [13.23102, 67.367203]]"
S1B_IW_SLC__1SDV_20170317T163839_20170317T163905_004751_0084C3_C987,ASCENDING,175,215,2017-03-17,2017-03-17T16:38:39.000Z,2017-03-17,"[19, 305]","['AC-21A', 'AC-21C']","['60', '95']","[-5.0, -5.0]",2,"[[9.337786, 66.96244], [10.353488, 65.377304], [15.738844, 65.835335], [15.07244, 67.437897], [9.337786, 66.96244]]"
S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323,ASCENDING,102,214,2017-03-06,2017-03-06T16:31:04.000Z,2017-03-06,"[10, 11, 12, 152, 153, 154, 296, 297, 298]","['AC-30A', 'AC-34A', 'AC-35A', 'AC-30B', 'AC-34B', 'AC-35B', 'AC-30C', 'AC-34C', 'AC-35C']","['82', '145', '30', '130', '125', '95', '35', '45', '75']","[-10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0]",9,"[[11.302673, 66.794785], [12.319909, 65.210052], [17.873787, 65.686882], [17.214106, 67.289627], [11.302673, 66.794785]]"
S1A_IW_SLC__1SDV_20170306T051304_20170306T051331_015567_01996C_E18E,DESCENDING,95,373,2017-03-06,2017-03-06T05:13:04.000Z,2017-03-06,"[12, 154, 298]","['AC-35A', 'AC-35B', 'AC-35C']","['30', '95', '75']","[-10.0, -10.0, -10.0]",3,"[[22.583071, 66.247559], [16.804363, 66.73526], [16.164471, 65.131668], [21.601494, 64.660835], [22.583071, 66.247559]]"
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,DESCENDING,66,373,2017-03-04,2017-03-04T05:29:31.000Z,2017-03-04,"[4, 5, 6, 7, 146, 147, 148, 149, 290, 291, 292, 293]","['AC-39A', 'AC-40A', 'AC-41A', 'AC-33A', 'AC-39B', 'AC-40B', 'AC-41B', 'AC-33B', 'AC-39C', 'AC-40C', 'AC-41C', 'AC-33C']","['60', '82', '70', '35', '70', '75', '13', '30', '30', '155', '125', '40']","[-15.0, -9.0, -9.0, -7.0, -15.0, -9.0, -9.0, -7.0, -15.0, -9.0, -9.0, -7.0]",12,"[[18.451694, 66.264778], [12.689305, 66.75032], [12.049267, 65.146637], [17.470657, 64.677887], [18.451694, 66.264778]]"
S1B_IW_SLC__1SDV_20170226T052838_20170226T052905_004467_007C67_A807,DESCENDING,66,371,2017-02-26,2017-02-26T05:28:38.000Z,2017-02-26,"[1, 2, 3, 143, 144, 145, 287, 288, 289]","['AC-38A', 'AC-37A', 'AC-31A', 'AC-38B', 'AC-37B', 'AC-31B', 'AC-38C', 'AC-37C', 'AC-31C']","['50', '45', '20', '75', '70', '60', '75', '20', '65']","[-10.0, -8.0, -8.0, -10.0, -8.0, -8.0, -10.0, -8.0, -8.0]",9,"[[18.678696, 66.93367], [12.978693, 67.405258], [12.314812, 65.80304], [17.668131, 65.348633], [18.678696, 66.93367]]"
S1B_IW_SLC__1SDV_20170221T163838_20170221T163905_004401_007A7F_B78D,ASCENDING,175,215,2017-02-21,2017-02-21T16:38:38.000Z,2017-02-21,[286],['AC-42C'],['110'],[-5.0],1,"[[9.336875, 66.962959], [10.352514, 65.378082], [15.738475, 65.836174], [15.072135, 67.438469], [9.336875, 66.962959]]"
S1B_IW_SLC__1SDV_20170221T163813_20170221T163841_004401_007A7F_64A1,ASCENDING,175,210,2017-02-21,2017-02-21T16:38:13.000Z,2017-02-21,[286],['AC-42C'],['110'],[-5.0],1,"[[10.282194, 65.504822], [11.238828, 63.85994], [16.327812, 64.303719], [15.691592, 65.963745], [10.282194, 65.504822]]"
