ID,ERA5_time,era5_l_lai_hv,era5_l_lai_lv,era5_l_skt,era5_l_rsn,era5_l_sde,era5_l_sd,era5_l_tsn,tp
467,2023-03-12T13,3.8261452,0.8686467,261.50006,274.01462,0.7734052,0.21173976,257.40903,7.771896e-05
468,2023-03-12T13,3.9708462,0.8562151,261.7146,271.74475,0.72464204,0.19687818,257.56613,7.701861e-05
469,2023-03-06T13,4.5052557,0.91920185,259.0799,275.26434,0.9453318,0.2599762,260.06046,8.822242e-05
470,2023-03-06T13,3.7430775,0.6583224,261.89267,280.17792,0.8310225,0.23288314,261.46182,9.942437e-05
471,2023-03-07T13,4.0443025,0.76854926,257.986,278.28192,0.88381624,0.24575298,257.53683,0.00021985368
472,2023-03-07T13,3.8004391,0.7636687,258.78903,281.29947,0.8017514,0.22565661,257.942,0.00022405395
473,2023-03-07T13,4.1736712,0.88683367,259.2673,280.24734,0.7216687,0.20236824,257.94333,0.00027936892
474,2023-03-06T13,4.8745975,1.0246403,257.9478,272.91974,0.9990506,0.2725141,259.4676,8.402029e-05
475,2023-04-17T13,2.3398526,0.7202042,275.08398,335.03882,1.3456788,0.4507514,271.22968,0.00022125439
476,2023-03-26T13,4.9377565,0.8792826,256.76065,264.79102,1.3310763,0.3525932,254.86546,5.601066e-06
477,2023-03-27T13,3.8366716,0.5685847,254.66441,272.0225,1.3642459,0.371183,252.65735,2.8015102e-06
478,2023-03-27T13,3.6542127,0.49427128,255.5336,274.58606,1.3672192,0.3754985,253.28038,2.8015102e-06
479,2023-03-25T13,4.3798532,0.73668754,260.05252,249.98625,1.0820405,0.27019036,258.1439,2.1011556e-06
480,2023-03-25T13,4.7463727,0.57664216,258.22427,247.75912,1.151353,0.2854606,256.71634,4.2003567e-06
481,2023-03-11T13,3.8382735,0.72876817,261.47714,276.59955,0.9062816,0.25068134,257.9451,0.00017644287
482,2023-03-11T13,4.6716194,0.7992139,258.56177,274.21756,1.0419992,0.28566486,255.19606,0.00021215164
483,2023-03-07T13,4.875818,1.0402949,254.88489,274.28165,1.123998,0.30811048,255.86612,0.00016173915
484,2023-03-25T13,4.6559825,0.77085143,258.4719,254.69685,1.217758,0.3100512,256.73764,6.3014204e-06
485,2023-03-11T13,4.9288316,0.7208027,257.02606,275.3979,1.179699,0.32493836,253.7583,0.0002779682
486,2023-03-25T13,4.8428655,0.5872781,257.76297,262.9698,1.3173988,0.3467456,255.98949,1.0501685e-05
487,2023-04-17T13,4.2207355,0.6722274,274.76007,334.3819,1.2998229,0.4348173,271.27094,0.00020585032
488,2023-04-13T13,7.567342e-09,0.75901836,272.38315,316.68774,1.3456788,0.4260842,268.71228,1.120204e-05
489,2023-04-13T13,1.0232803,0.7380228,272.47302,321.04053,1.3877023,0.44544002,269.01093,7.001775e-06
490,2023-03-12T13,3.8261452,0.8686467,261.50006,274.01462,0.7734052,0.21173976,257.40903,7.771896e-05
491,2023-03-12T13,3.9708462,0.8562151,261.7146,271.74475,0.72464204,0.19687818,257.56613,7.701861e-05
492,2023-03-06T13,4.5052557,0.91920185,259.0799,275.26434,0.9453318,0.2599762,260.06046,8.822242e-05
493,2023-03-06T13,3.7430775,0.6583224,261.89267,280.17792,0.8310225,0.23288314,261.46182,9.942437e-05
494,2023-03-07T13,4.0443025,0.76854926,257.986,278.28192,0.88381624,0.24575298,257.53683,0.00021985368
495,2023-03-07T13,3.4043996,0.8624309,258.87128,277.88135,0.7929634,0.22044735,258.11194,0.00027726786
496,2023-03-07T13,3.766724,0.87730277,259.1774,279.99097,0.74413407,0.20834355,258.1013,0.00027936892
497,2023-03-06T13,4.9074736,1.0697163,257.61542,271.0451,1.0468887,0.28354543,259.06024,8.1220736e-05
498,2023-04-17T13,0.45408773,0.75759107,275.57242,335.93073,1.3857201,0.46561304,271.21237,0.00023875767
