granule_id,date,measurement_id,snow_depth,temperature,corner,x_coord,y_coord,within_date
S1A_IW_SLC__1SDV_20170418T162245_20170418T162312_016201_01AC72_1BF6,2017-04-18,323,95,-5.0,AC-43C,15.2080681,66.09142172,True
S1A_IW_SLC__1SDV_20170418T162245_20170418T162312_016201_01AC72_1BF6,2017-04-18,324,30,-5.0,AC-46C,15.18055162,66.16762289,True
S1A_IW_SLC__1SDV_20170416T052114_20170416T052141_016165_01AB5A_D5F7,2017-04-16,23,45,-8.0,AC-33A,16.03670724,66.06518167,True
S1A_IW_SLC__1SDV_20170416T052114_20170416T052141_016165_01AB5A_D5F7,2017-04-16,24,70,-10.0,AC-37A,15.84881121,65.9380027,True
S1A_IW_SLC__1SDV_20170416T052114_20170416T052141_016165_01AB5A_D5F7,2017-04-16,172,15,-8.0,AC-33B,16.12502754,66.06502455,True
S1A_IW_SLC__1SDV_20170416T052114_20170416T052141_016165_01AB5A_D5F7,2017-04-16,173,70,-10.0,AC-37B,15.93669383,65.93795328,True
S1A_IW_SLC__1SDV_20170416T052114_20170416T052141_016165_01AB5A_D5F7,2017-04-16,321,40,-8.0,AC-33C,16.08053297,66.03404496,True
S1A_IW_SLC__1SDV_20170416T052114_20170416T052141_016165_01AB5A_D5F7,2017-04-16,322,35,-10.0,AC-37C,15.89264784,65.90691896,True
S1A_IW_SLC__1SDV_20170414T053741_20170414T053808_016136_01AA6F_5AED,2017-04-14,22,20,,AC-28A,15.8491718,66.15323252,True
S1A_IW_SLC__1SDV_20170414T053741_20170414T053808_016136_01AA6F_5AED,2017-04-14,171,50,,AC-28B,15.93648025,66.15941633,True
S1A_IW_SLC__1SDV_20170414T053741_20170414T053808_016136_01AA6F_5AED,2017-04-14,320,50,,AC-28C,15.90602943,66.12572896,True
S1B_IW_SLC__1SDV_20170331T162217_20170331T162245_004955_008A99_CEFC,2017-03-31,17,55,-10.0,AC-25A,15.84925843,66.20434872,True
S1B_IW_SLC__1SDV_20170331T162217_20170331T162245_004955_008A99_CEFC,2017-03-31,18,50,-8.0,AC-24A,15.69390556,66.19086231,True
S1B_IW_SLC__1SDV_20170331T162217_20170331T162245_004955_008A99_CEFC,2017-03-31,166,145,-10.0,AC-25B,15.92210788,66.22488338,True
S1B_IW_SLC__1SDV_20170331T162217_20170331T162245_004955_008A99_CEFC,2017-03-31,167,60,-8.0,AC-24B,15.75089585,66.21837029,True
S1B_IW_SLC__1SDV_20170331T162217_20170331T162245_004955_008A99_CEFC,2017-03-31,315,95,-10.0,AC-25C,15.92966596,66.18915009,True
S1B_IW_SLC__1SDV_20170331T162217_20170331T162245_004955_008A99_CEFC,2017-03-31,316,60,-8.0,AC-24C,15.78131809,66.18466847,True
S1B_IW_SLC__1SDV_20170317T163839_20170317T163905_004751_0084C3_C987,2017-03-17,20,60,-5.0,AC-21A,15.49256311,66.32241149,True
S1B_IW_SLC__1SDV_20170317T163839_20170317T163905_004751_0084C3_C987,2017-03-17,318,95,-5.0,AC-21C,15.54403889,66.2931197,True
S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323,2017-03-06,11,82,-10.0,AC-30A,16.32392487,66.07345377,True
S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323,2017-03-06,12,145,-10.0,AC-34A,16.33018168,66.05549638,True
S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323,2017-03-06,13,30,-10.0,AC-35A,16.55332624,65.98731394,True
S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323,2017-03-06,160,130,-10.0,AC-30B,16.3475215,66.10802569,True
S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323,2017-03-06,161,125,-10.0,AC-34B,16.41726798,66.06140904,True
S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323,2017-03-06,162,95,-10.0,AC-35B,16.55437651,66.02318273,True
S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323,2017-03-06,309,35,-10.0,AC-30C,16.40948664,66.08242527,True
S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323,2017-03-06,310,45,-10.0,AC-34C,16.38630033,66.02781699,True
S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323,2017-03-06,311,75,-10.0,AC-35C,16.63015012,66.00485918,True
S1A_IW_SLC__1SDV_20170306T051304_20170306T051331_015567_01996C_E18E,2017-03-06,13,30,-10.0,AC-35A,16.55332624,65.98731394,True
S1A_IW_SLC__1SDV_20170306T051304_20170306T051331_015567_01996C_E18E,2017-03-06,162,95,-10.0,AC-35B,16.55437651,66.02318273,True
S1A_IW_SLC__1SDV_20170306T051304_20170306T051331_015567_01996C_E18E,2017-03-06,311,75,-10.0,AC-35C,16.63015012,66.00485918,True
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,5,60,-15.0,AC-39A,15.93640688,65.88145457,True
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,6,82,-9.0,AC-40A,16.08976248,65.87227973,True
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,7,70,-9.0,AC-41A,16.26443367,65.83598422,True
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,8,35,-7.0,AC-33A,16.03670724,66.06518167,True
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,154,70,-15.0,AC-39B,16.0215596,65.89003991,True
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,155,75,-9.0,AC-40B,16.17741866,65.87209272,True
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,156,13,-9.0,AC-41B,16.35196411,65.83569752,True
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,157,30,-7.0,AC-33B,16.12502754,66.06502455,True
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,303,30,-15.0,AC-39C,15.99713695,65.85558969,True
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,304,155,-9.0,AC-40C,16.13319552,65.84112738,True
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,305,125,-9.0,AC-41C,16.30759412,65.80478255,True
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,306,40,-7.0,AC-33C,16.08053297,66.03404496,True
S1B_IW_SLC__1SDV_20170226T052838_20170226T052905_004467_007C67_A807,2017-02-26,2,50,-10.0,AC-38A,16.02861195,65.89659453,True
S1B_IW_SLC__1SDV_20170226T052838_20170226T052905_004467_007C67_A807,2017-02-26,3,45,-8.0,AC-37A,15.84881121,65.9380027,True
S1B_IW_SLC__1SDV_20170226T052838_20170226T052905_004467_007C67_A807,2017-02-26,4,20,-8.0,AC-31A,15.59576559,65.98449828,True
S1B_IW_SLC__1SDV_20170226T052838_20170226T052905_004467_007C67_A807,2017-02-26,151,75,-10.0,AC-38B,16.06601119,65.92904529,True
S1B_IW_SLC__1SDV_20170226T052838_20170226T052905_004467_007C67_A807,2017-02-26,152,70,-8.0,AC-37B,15.93669383,65.93795328,True
S1B_IW_SLC__1SDV_20170226T052838_20170226T052905_004467_007C67_A807,2017-02-26,153,60,-8.0,AC-31B,15.63274264,66.01705338,True
S1B_IW_SLC__1SDV_20170226T052838_20170226T052905_004467_007C67_A807,2017-02-26,300,75,-10.0,AC-38C,16.11606048,65.89957289,True
S1B_IW_SLC__1SDV_20170226T052838_20170226T052905_004467_007C67_A807,2017-02-26,301,20,-8.0,AC-37C,15.89264784,65.90691896,True
S1B_IW_SLC__1SDV_20170226T052838_20170226T052905_004467_007C67_A807,2017-02-26,302,65,-8.0,AC-31C,15.68346284,65.98772306,True
S1B_IW_SLC__1SDV_20170221T163838_20170221T163905_004401_007A7F_B78D,2017-02-21,299,110,-5.0,AC-42C,15.68504701,65.89042994,True
S1B_IW_SLC__1SDV_20170221T163813_20170221T163841_004401_007A7F_64A1,2017-02-21,299,110,-5.0,AC-42C,15.68504701,65.89042994,True
