granule_id,date,measurement_id,snow_depth,temperature,corner,x_coord,y_coord,x_coord3006,y_coord3006
S1A_IW_SLC__1SDV_20170416T052114_20170416T052141_016165_01AB5A_D5F7,2017-04-16,309,35,-10.0,AC-37C,15.89264784,65.90691896,540660.7363,7309824.185
S1A_IW_SLC__1SDV_20170414T053741_20170414T053808_016136_01AA6F_5AED,2017-04-14,21,20,,AC-28A,15.8491718,66.15323252,538308.6585,7337249.602
S1A_IW_SLC__1SDV_20170414T053741_20170414T053808_016136_01AA6F_5AED,2017-04-14,163,50,,AC-28B,15.93648025,66.15941633,542236.8719,7337994.957
S1A_IW_SLC__1SDV_20170414T053741_20170414T053808_016136_01AA6F_5AED,2017-04-14,307,50,,AC-28C,15.90602943,66.12572896,540917.8704,7334220.113
S1B_IW_SLC__1SDV_20170331T162217_20170331T162245_004955_008A99_CEFC,2017-03-31,16,55,-10.0,AC-25A,15.84925843,66.20434872,538235.3079,7342946.922
S1B_IW_SLC__1SDV_20170331T162217_20170331T162245_004955_008A99_CEFC,2017-03-31,17,50,-8.0,AC-24A,15.69390556,66.19086231,531257.926,7341357.54
S1B_IW_SLC__1SDV_20170331T162217_20170331T162245_004955_008A99_CEFC,2017-03-31,158,145,-10.0,AC-25B,15.92210788,66.22488338,541481.2433,7345282.029
S1B_IW_SLC__1SDV_20170331T162217_20170331T162245_004955_008A99_CEFC,2017-03-31,159,60,-8.0,AC-24B,15.75089585,66.21837029,533788.2675,7344453.175
S1B_IW_SLC__1SDV_20170331T162217_20170331T162245_004955_008A99_CEFC,2017-03-31,302,95,-10.0,AC-25C,15.92966596,66.18915009,541880.3604,7341304.369
S1B_IW_SLC__1SDV_20170331T162217_20170331T162245_004955_008A99_CEFC,2017-03-31,303,60,-8.0,AC-24C,15.78131809,66.18466847,535204.0008,7340713.562
S1B_IW_SLC__1SDV_20170317T163839_20170317T163905_004751_0084C3_C987,2017-03-17,19,60,-5.0,AC-21A,15.49256311,66.32241149,522072.9725,7355934.593
S1B_IW_SLC__1SDV_20170317T163839_20170317T163905_004751_0084C3_C987,2017-03-17,305,95,-5.0,AC-21C,15.54403889,66.2931197,524408.0744,7352688.726
S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323,2017-03-06,10,82,-10.0,AC-30A,16.32392487,66.07345377,559911.9498,7328730.193
S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323,2017-03-06,11,145,-10.0,AC-34A,16.33018168,66.05549638,560237.5303,7326734.951
S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323,2017-03-06,12,30,-10.0,AC-35A,16.55332624,65.98731394,570529.3876,7319369.401
S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323,2017-03-06,152,130,-10.0,AC-30B,16.3475215,66.10802569,560896.7912,7332605.764
S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323,2017-03-06,153,125,-10.0,AC-34B,16.41726798,66.06140904,564165.8276,7327480.284
S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323,2017-03-06,154,95,-10.0,AC-35B,16.55437651,66.02318273,570477.9784,7323367.637
S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323,2017-03-06,296,35,-10.0,AC-30C,16.40948664,66.08242527,563760.9059,7329814.416
S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323,2017-03-06,297,45,-10.0,AC-34C,16.38630033,66.02781699,562846.7651,7323705.379
S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323,2017-03-06,298,75,-10.0,AC-35C,16.63015012,66.00485918,573966.1625,7321413.04
S1A_IW_SLC__1SDV_20170306T051304_20170306T051331_015567_01996C_E18E,2017-03-06,12,30,-10.0,AC-35A,16.55332624,65.98731394,570529.3876,7319369.401
S1A_IW_SLC__1SDV_20170306T051304_20170306T051331_015567_01996C_E18E,2017-03-06,154,95,-10.0,AC-35B,16.55437651,66.02318273,570477.9784,7323367.637
S1A_IW_SLC__1SDV_20170306T051304_20170306T051331_015567_01996C_E18E,2017-03-06,298,75,-10.0,AC-35C,16.63015012,66.00485918,573966.1625,7321413.04
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,4,60,-15.0,AC-39A,15.93640688,65.88145457,542696.2178,7307015.189
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,5,82,-9.0,AC-40A,16.08976248,65.87227973,549705.8182,7306105.522
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,6,70,-9.0,AC-41A,16.26443367,65.83598422,557753.5181,7302210.037
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,7,35,-7.0,AC-33A,16.03670724,66.06518167,546930.7414,7327563.494
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,146,70,-15.0,AC-39B,16.0215596,65.89003991,546562.9883,7308032.57
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,147,75,-9.0,AC-40B,16.17741866,65.87209272,553703.9877,7306156.875
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,148,13,-9.0,AC-41B,16.35196411,65.83569752,561751.7168,7302261.377
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,149,30,-7.0,AC-33B,16.12502754,66.06502455,550928.8997,7327614.924
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,290,30,-15.0,AC-39C,15.99713695,65.85558969,545510.8611,7304175.201
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,291,155,-9.0,AC-40C,16.13319552,65.84112738,551749.3676,7302668.783
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,292,125,-9.0,AC-41C,16.30759412,65.80478255,559797.0704,7298773.267
S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4,2017-03-04,293,40,-7.0,AC-33C,16.08053297,66.03404496,548974.3517,7324126.804
S1B_IW_SLC__1SDV_20170226T052838_20170226T052905_004467_007C67_A807,2017-02-26,1,50,-10.0,AC-38A,16.02861195,65.89659453,546872.4418,7308768.327
S1B_IW_SLC__1SDV_20170226T052838_20170226T052905_004467_007C67_A807,2017-02-26,2,45,-8.0,AC-37A,15.84881121,65.9380027,538617.1852,7313260.876
S1B_IW_SLC__1SDV_20170226T052838_20170226T052905_004467_007C67_A807,2017-02-26,3,20,-8.0,AC-31A,15.59576559,65.98449828,527055.8412,7318310.67
S1B_IW_SLC__1SDV_20170226T052838_20170226T052905_004467_007C67_A807,2017-02-26,143,75,-10.0,AC-38B,16.06601119,65.92904529,548515.1091,7312413.359
S1B_IW_SLC__1SDV_20170226T052838_20170226T052905_004467_007C67_A807,2017-02-26,144,70,-8.0,AC-37B,15.93669383,65.93795328,542615.3144,7313312.254
S1B_IW_SLC__1SDV_20170226T052838_20170226T052905_004467_007C67_A807,2017-02-26,145,60,-8.0,AC-31B,15.63274264,66.01705338,528698.4479,7321955.65
S1B_IW_SLC__1SDV_20170226T052838_20170226T052905_004467_007C67_A807,2017-02-26,287,75,-10.0,AC-38C,16.11606048,65.89957289,550851.1264,7309168.337
S1B_IW_SLC__1SDV_20170226T052838_20170226T052905_004467_007C67_A807,2017-02-26,288,20,-8.0,AC-37C,15.89264784,65.90691896,540660.7363,7309824.185
S1B_IW_SLC__1SDV_20170226T052838_20170226T052905_004467_007C67_A807,2017-02-26,289,65,-8.0,AC-31C,15.68346284,65.98772306,531034.4515,7318710.707
S1B_IW_SLC__1SDV_20170221T163838_20170221T163905_004401_007A7F_B78D,2017-02-21,286,110,-5.0,AC-42C,15.68504701,65.89042994,531224.7772,7307867.528
S1B_IW_SLC__1SDV_20170221T163813_20170221T163841_004401_007A7F_64A1,2017-02-21,286,110,-5.0,AC-42C,15.68504701,65.89042994,531224.7772,7307867.528
