,OG_ID,Triangle,Corner,TriangleCorner,date,SnowDepth,temperature,x_4326,y_4326,x_3006,y_3006
249,262,AC-31,B,AC-31B,2021-03-16,80,-5.0,15.63274264,66.01705338,528698.4479,7321955.65
250,263,AC-38,B,AC-38B,2021-03-18,100,-10.0,16.06601119,65.92904529,548515.1091,7312413.359
251,264,AC-40,B,AC-40B,2021-03-18,85,-10.0,16.17741866,65.87209272,553703.9877,7306156.875
252,265,AC-39,B,AC-39B,2021-03-18,100,-10.0,16.0215596,65.89003991,546562.9883,7308032.57
253,266,AC-37,B,AC-37B,2021-03-18,30,-10.0,15.93669383,65.93795328,542615.3144,7313312.254
254,267,AC-35,B,AC-35B,2021-03-26,100,-8.0,16.55437651,66.02318273,570477.9784,7323367.637
255,268,AC-36,B,AC-36B,2021-03-26,80,-8.0,16.76838233,66.0304171,580156.6735,7324430.853
256,269,AC-34,B,AC-34B,2021-03-26,210,-6.0,16.41726798,66.06140904,564165.8276,7327480.284
257,270,AC-30,B,AC-30B,2021-03-26,180,-6.0,16.3475215,66.10802569,560896.7912,7332605.764
258,271,AC-29,B,AC-29B,2021-03-28,85,-5.0,16.13381444,66.1455831,551164.1776,7336600.318
259,272,AC-28,B,AC-28B,2021-03-28,40,-5.0,15.93648025,66.15941633,542236.8719,7337994.957
260,273,AC-26,B,AC-26B,2021-04-12,90,-11.0,16.06001278,66.19911613,547733.1046,7342508.393
261,274,AC-25,B,AC-25B,2021-04-12,145,,15.92210788,66.22488338,541481.2433,7345282.029
262,275,AC-24,B,AC-24B,2021-04-12,85,-10.0,15.75089585,66.21837029,533788.2675,7344453.175
263,276,AC-33,B,AC-33B,2022-01-31,30,-19.6,16.12502754,66.06502455,550928.8997,7327614.924
264,277,AC-40,B,AC-40B,2022-02-19,115,-15.0,16.17741866,65.87209272,553703.9877,7306156.875
265,278,AC-41,B,AC-41B,2022-02-19,210,-15.0,16.35196411,65.83569752,561751.7168,7302261.377
266,279,AC-31,B,AC-31B,2022-03-04,110,-11.5,15.63274264,66.01705338,528698.4479,7321955.65
267,280,AC-39,B,AC-39B,2022-03-09,135,-7.0,16.0215596,65.89003991,546562.9883,7308032.57
268,281,AC-28,B,AC-28B,2022-03-12,50,-3.0,15.93648025,66.15941633,542236.8719,7337994.957
269,282,AC-32,B,AC-32B,2022-03-12,130,0.0,15.96743701,66.06109946,543802.1738,7327058.39
270,283,AC-30,B,AC-30B,2022-03-13,230,-5.0,16.3475215,66.10802569,560896.7912,7332605.764
271,284,AC-34,B,AC-34B,2022-03-13,85,,16.41726798,66.06140904,564165.8276,7327480.284
272,285,AC-35,B,AC-35B,2022-03-13,120,-8.4,16.55437651,66.02318273,570477.9784,7323367.637
273,286,AC-36,B,AC-36B,2022-03-13,60,-5.0,16.76838233,66.0304171,580156.6735,7324430.853
274,287,AC-21,B,AC-21B,2022-03-14,145,-1.0,15.58142379,66.32569497,526051.5524,7356334.762
275,288,AC-24,B,AC-24B,2022-03-14,85,-2.0,15.75089585,66.21837029,533788.2675,7344453.175
276,289,AC-25,B,AC-25B,2022-03-14,145,-2.0,15.92210788,66.22488338,541481.2433,7345282.029
277,290,AC-26,B,AC-26B,2022-03-14,70,-6.0,16.06001278,66.19911613,547733.1046,7342508.393
278,291,AC-29,B,AC-29B,2022-03-14,130,-8.4,16.13381444,66.1455831,551164.1776,7336600.318
279,292,AC-23,B,AC-23B,2022-03-15,170,-1.0,15.45909231,66.2246367,520653.0315,7345024.777
280,293,AC-38,B,AC-38B,2022-03-15,95,-17.0,16.06601119,65.92904529,548515.1091,7312413.359
281,294,AC-43,B,AC-43B,2022-03-15,35,-4.0,15.29647724,66.09173882,513407.6892,7330167.287
282,295,AC-46,B,AC-46B,2022-03-15,125,-3.0,15.26675247,66.15918547,512031.4368,7337679.111
283,296,AC-22,B,AC-22B,2022-03-16,190,-2.0,15.6976547,66.29959822,531291.7265,7353479.21
284,297,AC-42,B,AC-42B,2022-03-16,100,,15.76104404,65.87253495,534712.811,7305912.951
285,298,AC-37,B,AC-37B,2022-04-15,50,-5.0,15.93669383,65.93795328,542615.3144,7313312.254
286,299,AC-42,C,AC-42C,2017-02-21,110,-5.0,15.68504701,65.89042994,531224.7772,7307867.528
287,300,AC-38,C,AC-38C,2017-02-26,75,-10.0,16.11606048,65.89957289,550851.1264,7309168.337
288,301,AC-37,C,AC-37C,2017-02-26,20,-8.0,15.89264784,65.90691896,540660.7363,7309824.185
289,302,AC-31,C,AC-31C,2017-02-26,65,-8.0,15.68346284,65.98772306,531034.4515,7318710.707
290,303,AC-39,C,AC-39C,2017-03-04,30,-15.0,15.99713695,65.85558969,545510.8611,7304175.201
291,304,AC-40,C,AC-40C,2017-03-04,155,-9.0,16.13319552,65.84112738,551749.3676,7302668.783
292,305,AC-41,C,AC-41C,2017-03-04,125,-9.0,16.30759412,65.80478255,559797.0704,7298773.267
293,306,AC-33,C,AC-33C,2017-03-04,40,-7.0,16.08053297,66.03404496,548974.3517,7324126.804
294,307,AC-32,C,AC-32C,2017-03-05,185,-14.0,15.94437763,66.0264787,542816.3157,7323183.87
295,308,AC-27,C,AC-27C,2017-03-05,140,-10.0,15.80351497,66.07257278,536364.3222,7328232.328
296,309,AC-30,C,AC-30C,2017-03-06,35,-10.0,16.40948664,66.08242527,563760.9059,7329814.416
297,310,AC-34,C,AC-34C,2017-03-06,45,-10.0,16.38630033,66.02781699,562846.7651,7323705.379
298,311,AC-35,C,AC-35C,2017-03-06,75,-10.0,16.63015012,66.00485918,573966.1625,7321413.04
299,312,AC-36,C,AC-36C,2017-03-17,130,-10.0,16.83500371,66.00692786,583252.4008,7321900.346
300,313,AC-29,C,AC-29C,2017-03-17,185,-10.0,16.21388604,66.13022809,554810.2752,7334956.739
301,314,AC-26,C,AC-26C,2017-03-17,100,-15.0,16.12773116,66.17593417,550828.7822,7339978.009
302,315,AC-25,C,AC-25C,2017-03-31,95,-10.0,15.92966596,66.18915009,541880.3604,7341304.369
303,316,AC-24,C,AC-24C,2017-03-31,60,-8.0,15.78131809,66.18466847,535204.0008,7340713.562
304,317,AC-22,C,AC-22C,2017-03-17,215,-7.0,15.74886754,66.27024759,533627.8269,7350234.324
305,318,AC-21,C,AC-21C,2017-03-17,95,-5.0,15.54403889,66.2931197,524408.0744,7352688.726
306,319,AC-23,C,AC-23C,2017-04-18,45,-10.0,15.40240613,66.19702191,518122.7213,7341929.176
307,320,AC-28,C,AC-28C,2017-04-14,50,,15.90602943,66.12572896,540917.8704,7334220.113
308,321,AC-33,C,AC-33C,2017-04-16,40,-8.0,16.08053297,66.03404496,548974.3517,7324126.804
309,322,AC-37,C,AC-37C,2017-04-16,35,-10.0,15.89264784,65.90691896,540660.7363,7309824.185
310,323,AC-43,C,AC-43C,2017-04-18,95,-5.0,15.2080681,66.09142172,509409.665,7330115.849
311,324,AC-46,C,AC-46C,2017-04-18,30,-5.0,15.18055162,66.16762289,508140.7873,7338605.705
312,325,AC-46,C,AC-46C,2018-03-31,90,-10.0,15.18055162,66.16762289,508140.7873,7338605.705
313,326,AC-43,C,AC-43C,2018-03-31,80,-10.0,15.2080681,66.09142172,509409.665,7330115.849
314,327,AC-23,C,AC-23C,2018-03-30,65,-8.0,15.40240613,66.19702191,518122.7213,7341929.176
315,328,AC-21,C,AC-21C,2018-03-30,25,-5.0,15.54403889,66.2931197,524408.0744,7352688.726
316,329,AC-22,C,AC-22C,2018-03-30,65,-5.0,15.74886754,66.27024759,533627.8269,7350234.324
317,330,AC-42,C,AC-42C,2018-03-29,110,-10.0,15.68504701,65.89042994,531224.7772,7307867.528
318,331,AC-37,C,AC-37C,2018-03-15,10,-15.0,15.89264784,65.90691896,540660.7363,7309824.185
319,332,AC-37,C,AC-37C,2018-04-17,0,0.0,15.89264784,65.90691896,540660.7363,7309824.185
320,333,AC-39,C,AC-39C,2018-03-15,85,-15.0,15.99713695,65.85558969,545510.8611,7304175.201
321,334,AC-38,C,AC-38C,2018-03-15,130,-15.0,16.11606048,65.89957289,550851.1264,7309168.337
322,335,AC-40,C,AC-40C,2018-03-16,200,-15.0,16.13319552,65.84112738,551749.3676,7302668.783
323,336,AC-41,C,AC-41C,2018-03-16,165,-20.0,16.30759412,65.80478255,559797.0704,7298773.267
324,337,AC-31,C,AC-31C,2018-03-16,145,-10.0,15.68346284,65.98772306,531034.4515,7318710.707
325,338,AC-27,C,AC-27C,2018-03-28,220,-8.0,15.80351497,66.07257278,536364.3222,7328232.328
326,339,AC-28,C,AC-28C,2018-03-28,30,-8.0,15.90602943,66.12572896,540917.8704,7334220.113
327,340,AC-32,C,AC-32C,2018-03-28,190,-5.0,15.94437763,66.0264787,542816.3157,7323183.87
328,341,AC-33,C,AC-33C,2018-03-28,70,-10.0,16.08053297,66.03404496,548974.3517,7324126.804
329,342,AC-24,C,AC-24C,2018-03-30,30,-5.0,15.78131809,66.18466847,535204.0008,7340713.562
330,343,AC-25,C,AC-25C,2018-04-02,125,-5.0,15.92966596,66.18915009,541880.3604,7341304.369
331,344,AC-26,C,AC-26C,2018-04-02,50,-5.0,16.12773116,66.17593417,550828.7822,7339978.009
332,345,AC-29,C,AC-29C,2018-04-02,85,-5.0,16.21388604,66.13022809,554810.2752,7334956.739
333,346,AC-30,C,AC-30C,2018-03-23,70,-10.0,16.40948664,66.08242527,563760.9059,7329814.416
334,347,AC-34,C,AC-34C,2018-03-23,75,-10.0,16.38630033,66.02781699,562846.7651,7323705.379
335,348,AC-35,C,AC-35C,2018-03-23,110,-10.0,16.63015012,66.00485918,573966.1625,7321413.04
336,349,AC-36,C,AC-36C,2018-03-23,150,-15.0,16.83500371,66.00692786,583252.4008,7321900.346
337,350,AC-43,C,AC-43C,2019-04-03,135,-10.0,15.2080681,66.09142172,509409.665,7330115.849
338,351,AC-46,C,AC-46C,2019-04-05,10,-5.0,15.18055162,66.16762289,508140.7873,7338605.705
339,352,AC-32,C,AC-32C,2019-03-11,250+,-15.0,15.94437763,66.0264787,542816.3157,7323183.87
340,353,AC-27,C,AC-27C,2019-03-11,210,-15.0,15.80351497,66.07257278,536364.3222,7328232.328
341,354,AC-42,C,AC-42C,2019-03-11,110,-10.0,15.68504701,65.89042994,531224.7772,7307867.528
342,358,AC-33,C,AC-33C,2019-03-05,40,-10.0,16.08053297,66.03404496,548974.3517,7324126.804
343,359,AC-31,C,AC-31C,2019-03-05,50,-15.0,15.68346284,65.98772306,531034.4515,7318710.707
344,360,AC-38,C,AC-38C,2019-03-05,45,-20.0,16.11606048,65.89957289,550851.1264,7309168.337
345,361,AC-37,C,AC-37C,2019-03-05,45,-17.0,15.89264784,65.90691896,540660.7363,7309824.185
346,362,AC-28,C,AC-28C,2019-03-07,35,-15.0,15.90602943,66.12572896,540917.8704,7334220.113
347,363,AC-35,C,AC-35C,2019-03-15,80,-10.0,16.63015012,66.00485918,573966.1625,7321413.04
348,364,AC-36,C,AC-36C,2019-03-15,90,-10.0,16.83500371,66.00692786,583252.4008,7321900.346
349,365,AC-26,C,AC-26C,2019-03-26,30,-10.0,16.12773116,66.17593417,550828.7822,7339978.009
350,366,AC-25,C,AC-25C,2019-03-26,75,-10.0,15.92966596,66.18915009,541880.3604,7341304.369
351,367,AC-24,C,AC-24C,2019-03-26,55,-8.0,15.78131809,66.18466847,535204.0008,7340713.562
352,368,AC-29,C,AC-29C,2019-03-26,250,-10.0,16.21388604,66.13022809,554810.2752,7334956.739
353,369,AC-34,C,AC-34C,2019-03-16,30,-4.0,16.38630033,66.02781699,562846.7651,7323705.379
354,370,AC-30,C,AC-30C,2019-03-17,35,-20.0,16.40948664,66.08242527,563760.9059,7329814.416
355,371,AC-22,C,AC-22C,2019-04-08,170,,15.74886754,66.27024759,533627.8269,7350234.324
356,372,AC-21,C,AC-21C,2019-04-08,130,-8.0,15.54403889,66.2931197,524408.0744,7352688.726
357,375,AC-23,C,AC-23C,2019-04-08,60,-10.0,15.40240613,66.19702191,518122.7213,7341929.176
358,376,AC-33,C,AC-33C,2020-02-26,70,-15.0,16.08053297,66.03404496,548974.3517,7324126.804
359,377,AC-42,C,AC-42C,2020-02-27,135,-15.0,15.68504701,65.89042994,531224.7772,7307867.528
360,378,AC-40,C,AC-40C,2020-03-19,230+,-5.0,16.13319552,65.84112738,551749.3676,7302668.783
361,379,AC-41,C,AC-41C,2020-03-19,220,-5.0,16.30759412,65.80478255,559797.0704,7298773.267
362,380,AC-37,C,AC-37C,2020-04-05,55,-15.0,15.89264784,65.90691896,540660.7363,7309824.185
363,381,AC-38,C,AC-38C,2020-04-05,150,-10.0,16.11606048,65.89957289,550851.1264,7309168.337
364,382,AC-39,C,AC-39C,2020-04-06,170,-10.0,15.99713695,65.85558969,545510.8611,7304175.201
365,383,AC-36,C,AC-36C,2020-04-21,130,-2.0,16.83500371,66.00692786,583252.4008,7321900.346
366,384,AC-35,C,AC-35C,2020-04-22,110,-6.0,16.63015012,66.00485918,573966.1625,7321413.04
367,385,AC-28,C,AC-28C,2020-04-27,30,-1.0,15.90602943,66.12572896,540917.8704,7334220.113
368,386,AC-23,C,AC-23C,2020-04-28,95,-3.0,15.40240613,66.19702191,518122.7213,7341929.176
369,387,AC-22,C,AC-22C,2020-04-28,240+,-1.0,15.74886754,66.27024759,533627.8269,7350234.324
370,388,AC-21,C,AC-21C,2020-04-28,165,-3.0,15.54403889,66.2931197,524408.0744,7352688.726
371,389,AC-31,C,AC-31C,2020-04-28,90,-10.0,15.68346284,65.98772306,531034.4515,7318710.707
372,390,AC-32,C,AC-32C,2020-04-28,240+,-1.0,15.94437763,66.0264787,542816.3157,7323183.87
373,391,AC-34,C,AC-34C,2020-04-29,70,-5.0,16.38630033,66.02781699,562846.7651,7323705.379
374,392,AC-30,C,AC-30C,2020-04-29,90,-5.0,16.40948664,66.08242527,563760.9059,7329814.416
375,393,AC-29,C,AC-29C,2020-04-29,240+,-5.0,16.21388604,66.13022809,554810.2752,7334956.739
376,394,AC-25,C,AC-25C,2020-04-29,210,-3.0,15.92966596,66.18915009,541880.3604,7341304.369
377,395,AC-24,C,AC-24C,2020-04-29,150,-2.0,15.78131809,66.18466847,535204.0008,7340713.562
378,396,AC-27,C,AC-27C,2020-05-01,240+,-5.0,15.80351497,66.07257278,536364.3222,7328232.328
379,397,AC-43,C,AC-43C,2020-05-09,240+,-2.0,15.2080681,66.09142172,509409.665,7330115.849
380,398,AC-46,C,AC-46C,2020-05-09,200,-3.0,15.18055162,66.16762289,508140.7873,7338605.705
381,399,AC-26,C,AC-26C,2020-04-29,130,-3.0,16.12773116,66.17593417,550828.7822,7339978.009
382,400,AC-22,C,AC-22C,2021-04-12,140,-5.0,15.74886754,66.27024759,533627.8269,7350234.324
383,401,AC-21,C,AC-21C,2021-04-12,90,-5.0,15.54403889,66.2931197,524408.0744,7352688.726
384,402,AC-23,C,AC-23C,2021-04-12,45,-5.0,15.40240613,66.19702191,518122.7213,7341929.176
385,403,AC-43,C,AC-43C,2021-04-17,100,-8.0,15.2080681,66.09142172,509409.665,7330115.849
386,404,AC-46,C,AC-46C,2021-04-17,80,-6.0,15.18055162,66.16762289,508140.7873,7338605.705
387,405,AC-32,C,AC-32C,2021-05-03,240+,-8.0,15.94437763,66.0264787,542816.3157,7323183.87
388,406,AC-27,C,AC-27C,2021-05-03,240,-8.0,15.80351497,66.07257278,536364.3222,7328232.328
389,408,AC-33,C,AC-33C,2021-03-10,75,-20.0,16.08053297,66.03404496,548974.3517,7324126.804
390,409,AC-41,C,AC-41C,2021-03-15,100,-10.0,16.30759412,65.80478255,559797.0704,7298773.267
391,410,AC-42,C,AC-42C,2021-03-16,90,-10.0,15.68504701,65.89042994,531224.7772,7307867.528
392,411,AC-31,C,AC-31C,2021-03-16,150,-5.0,15.68346284,65.98772306,531034.4515,7318710.707
393,412,AC-38,C,AC-38C,2021-03-18,85,-10.0,16.11606048,65.89957289,550851.1264,7309168.337
394,413,AC-40,C,AC-40C,2021-03-18,160,-10.0,16.13319552,65.84112738,551749.3676,7302668.783
395,414,AC-39,C,AC-39C,2021-03-18,80,-10.0,15.99713695,65.85558969,545510.8611,7304175.201
396,415,AC-37,C,AC-37C,2021-03-18,25,-10.0,15.89264784,65.90691896,540660.7363,7309824.185
397,416,AC-35,C,AC-35C,2021-03-26,90,-8.0,16.63015012,66.00485918,573966.1625,7321413.04
398,417,AC-36,C,AC-36C,2021-03-26,125,-8.0,16.83500371,66.00692786,583252.4008,7321900.346
399,418,AC-34,C,AC-34C,2021-03-26,30,-6.0,16.38630033,66.02781699,562846.7651,7323705.379
400,419,AC-30,C,AC-30C,2021-03-26,50,-6.0,16.40948664,66.08242527,563760.9059,7329814.416
401,420,AC-29,C,AC-29C,2021-03-28,90,-5.0,16.21388604,66.13022809,554810.2752,7334956.739
402,421,AC-28,C,AC-28C,2021-03-28,30,-5.0,15.90602943,66.12572896,540917.8704,7334220.113
403,422,AC-26,C,AC-26C,2021-04-12,75,-11.0,16.12773116,66.17593417,550828.7822,7339978.009
404,423,AC-25,C,AC-25C,2021-04-12,150,,15.92966596,66.18915009,541880.3604,7341304.369
405,424,AC-24,C,AC-24C,2021-04-12,35,-10.0,15.78131809,66.18466847,535204.0008,7340713.562
406,425,AC-33,C,AC-33C,2022-01-31,35,-19.6,16.08053297,66.03404496,548974.3517,7324126.804
407,426,AC-40,C,AC-40C,2022-02-19,175,-15.0,16.13319552,65.84112738,551749.3676,7302668.783
408,427,AC-41,C,AC-41C,2022-02-19,120,-15.0,16.30759412,65.80478255,559797.0704,7298773.267
409,428,AC-31,C,AC-31C,2022-03-04,70,-11.5,15.68346284,65.98772306,531034.4515,7318710.707
410,429,AC-39,C,AC-39C,2022-03-09,40,-7.0,15.99713695,65.85558969,545510.8611,7304175.201
411,430,AC-28,C,AC-28C,2022-03-12,45,-3.0,15.90602943,66.12572896,540917.8704,7334220.113
412,431,AC-32,C,AC-32C,2022-03-12,165,0.0,15.94437763,66.0264787,542816.3157,7323183.87
413,432,AC-30,C,AC-30C,2022-03-13,75,-5.0,16.40948664,66.08242527,563760.9059,7329814.416
414,433,AC-34,C,AC-34C,2022-03-13,75,,16.38630033,66.02781699,562846.7651,7323705.379
415,434,AC-35,C,AC-35C,2022-03-13,85,-8.4,16.63015012,66.00485918,573966.1625,7321413.04
416,435,AC-36,C,AC-36C,2022-03-13,150,-5.0,16.83500371,66.00692786,583252.4008,7321900.346
417,436,AC-21,C,AC-21C,2022-03-14,165,-1.0,15.54403889,66.2931197,524408.0744,7352688.726
418,437,AC-24,C,AC-24C,2022-03-14,195,-2.0,15.78131809,66.18466847,535204.0008,7340713.562
419,438,AC-25,C,AC-25C,2022-03-14,190,-2.0,15.92966596,66.18915009,541880.3604,7341304.369
420,439,AC-26,C,AC-26C,2022-03-14,70,-6.0,16.12773116,66.17593417,550828.7822,7339978.009
421,440,AC-29,C,AC-29C,2022-03-14,50,-8.4,16.21388604,66.13022809,554810.2752,7334956.739
422,441,AC-23,C,AC-23C,2022-03-15,75,-1.0,15.40240613,66.19702191,518122.7213,7341929.176
423,442,AC-38,C,AC-38C,2022-03-15,100,-17.0,16.11606048,65.89957289,550851.1264,7309168.337
424,443,AC-43,C,AC-43C,2022-03-15,160,-4.0,15.2080681,66.09142172,509409.665,7330115.849
425,444,AC-46,C,AC-46C,2022-03-15,260,-3.0,15.18055162,66.16762289,508140.7873,7338605.705
426,445,AC-22,C,AC-22C,2022-03-16,240,-2.0,15.74886754,66.27024759,533627.8269,7350234.324
427,446,AC-42,C,AC-42C,2022-03-16,125,,15.68504701,65.89042994,531224.7772,7307867.528
428,447,AC-37,C,AC-37C,2022-04-15,30,-5.0,15.89264784,65.90691896,540660.7363,7309824.185
