,ID,OG_ID,Triangle,Corner,TriangleCorner,date,SnowDepth,SnowDepth_Noplus,temperature,x_4326,y_4326,x_3006,y_3006,MiddleTime,granule_time,time_difference,granule_id,orbitProp,pathNr,frameNr,mask.tif,angle.tif,VH.tif,VV.tif
291,86,93,AC-34,A,AC-34A,2020-04-29,210,210,-5.0,16.33018168,66.05549638,560237.5303,7326734.951,01:16:00,05:29:33,04:13:00,S1A_IW_SLC__1SDV_20200429T052933_20200429T053000_032338_03BE26_870B,DESCENDING,66,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif
292,229,242,AC-34,B,AC-34B,2020-04-29,195,195,-5.0,16.41726798,66.06140904,564165.8276,7327480.284,01:16:00,05:29:57,04:13:00,S1A_IW_SLC__1SDV_20200429T052957_20200429T053025_032338_03BE26_142D,DESCENDING,66,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VV_gamma0-rtc.tif
293,229,242,AC-34,B,AC-34B,2020-04-29,195,195,-5.0,16.41726798,66.06140904,564165.8276,7327480.284,01:16:00,05:29:33,04:13:00,S1A_IW_SLC__1SDV_20200429T052933_20200429T053000_032338_03BE26_870B,DESCENDING,66,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif
294,230,243,AC-30,B,AC-30B,2020-04-29,90,90,-5.0,16.3475215,66.10802569,560896.7912,7332605.764,02:20:30,05:29:57,03:09:00,S1A_IW_SLC__1SDV_20200429T052957_20200429T053025_032338_03BE26_142D,DESCENDING,66,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VV_gamma0-rtc.tif
295,230,243,AC-30,B,AC-30B,2020-04-29,90,90,-5.0,16.3475215,66.10802569,560896.7912,7332605.764,02:20:30,05:29:33,03:09:00,S1A_IW_SLC__1SDV_20200429T052933_20200429T053000_032338_03BE26_870B,DESCENDING,66,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif
296,377,395,AC-24,C,AC-24C,2020-04-29,150,150,-2.0,15.78131809,66.18466847,535204.0008,7340713.562,08:17:30,05:29:57,02:47:00,S1A_IW_SLC__1SDV_20200429T052957_20200429T053025_032338_03BE26_142D,DESCENDING,66,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VV_gamma0-rtc.tif
297,377,395,AC-24,C,AC-24C,2020-04-29,150,150,-2.0,15.78131809,66.18466847,535204.0008,7340713.562,08:17:30,05:29:33,02:47:00,S1A_IW_SLC__1SDV_20200429T052933_20200429T053000_032338_03BE26_870B,DESCENDING,66,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif
298,376,394,AC-25,C,AC-25C,2020-04-29,210,210,-3.0,15.92966596,66.18915009,541880.3604,7341304.369,07:09:30,05:29:57,01:39:00,S1A_IW_SLC__1SDV_20200429T052957_20200429T053025_032338_03BE26_142D,DESCENDING,66,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VV_gamma0-rtc.tif
299,376,394,AC-25,C,AC-25C,2020-04-29,210,210,-3.0,15.92966596,66.18915009,541880.3604,7341304.369,07:09:30,05:29:33,01:39:00,S1A_IW_SLC__1SDV_20200429T052933_20200429T053000_032338_03BE26_870B,DESCENDING,66,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif
300,375,393,AC-29,C,AC-29C,2020-04-29,240+,240,-5.0,16.21388604,66.13022809,554810.2752,7334956.739,03:48:00,05:29:57,01:41:00,S1A_IW_SLC__1SDV_20200429T052957_20200429T053025_032338_03BE26_142D,DESCENDING,66,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VV_gamma0-rtc.tif
301,375,393,AC-29,C,AC-29C,2020-04-29,240+,240,-5.0,16.21388604,66.13022809,554810.2752,7334956.739,03:48:00,05:29:33,01:41:00,S1A_IW_SLC__1SDV_20200429T052933_20200429T053000_032338_03BE26_870B,DESCENDING,66,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif
302,374,392,AC-30,C,AC-30C,2020-04-29,90,90,-5.0,16.40948664,66.08242527,563760.9059,7329814.416,02:20:30,05:29:57,03:09:00,S1A_IW_SLC__1SDV_20200429T052957_20200429T053025_032338_03BE26_142D,DESCENDING,66,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VV_gamma0-rtc.tif
303,374,392,AC-30,C,AC-30C,2020-04-29,90,90,-5.0,16.40948664,66.08242527,563760.9059,7329814.416,02:20:30,05:29:33,03:09:00,S1A_IW_SLC__1SDV_20200429T052933_20200429T053000_032338_03BE26_870B,DESCENDING,66,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif
304,373,391,AC-34,C,AC-34C,2020-04-29,70,70,-5.0,16.38630033,66.02781699,562846.7651,7323705.379,01:16:00,05:29:57,04:13:00,S1A_IW_SLC__1SDV_20200429T052957_20200429T053025_032338_03BE26_142D,DESCENDING,66,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VV_gamma0-rtc.tif
305,373,391,AC-34,C,AC-34C,2020-04-29,70,70,-5.0,16.38630033,66.02781699,562846.7651,7323705.379,01:16:00,05:29:33,04:13:00,S1A_IW_SLC__1SDV_20200429T052933_20200429T053000_032338_03BE26_870B,DESCENDING,66,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif
306,231,244,AC-29,B,AC-29B,2020-04-29,160,160,-5.0,16.13381444,66.1455831,551164.1776,7336600.318,03:48:00,05:29:57,01:41:00,S1A_IW_SLC__1SDV_20200429T052957_20200429T053025_032338_03BE26_142D,DESCENDING,66,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VV_gamma0-rtc.tif
307,231,244,AC-29,B,AC-29B,2020-04-29,160,160,-5.0,16.13381444,66.1455831,551164.1776,7336600.318,03:48:00,05:29:33,01:41:00,S1A_IW_SLC__1SDV_20200429T052933_20200429T053000_032338_03BE26_870B,DESCENDING,66,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif
308,232,245,AC-25,B,AC-25B,2020-04-29,50,50,-3.0,15.92210788,66.22488338,541481.2433,7345282.029,07:09:30,05:29:57,01:39:00,S1A_IW_SLC__1SDV_20200429T052957_20200429T053025_032338_03BE26_142D,DESCENDING,66,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VV_gamma0-rtc.tif
309,232,245,AC-25,B,AC-25B,2020-04-29,50,50,-3.0,15.92210788,66.22488338,541481.2433,7345282.029,07:09:30,05:29:33,01:39:00,S1A_IW_SLC__1SDV_20200429T052933_20200429T053000_032338_03BE26_870B,DESCENDING,66,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif
310,237,250,AC-26,B,AC-26B,2020-04-29,85,85,-3.0,16.06001278,66.19911613,547733.1046,7342508.393,05:17:30,05:29:57,00:12:00,S1A_IW_SLC__1SDV_20200429T052957_20200429T053025_032338_03BE26_142D,DESCENDING,66,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VV_gamma0-rtc.tif
311,237,250,AC-26,B,AC-26B,2020-04-29,85,85,-3.0,16.06001278,66.19911613,547733.1046,7342508.393,05:17:30,05:29:33,00:12:00,S1A_IW_SLC__1SDV_20200429T052933_20200429T053000_032338_03BE26_870B,DESCENDING,66,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif
312,233,246,AC-24,B,AC-24B,2020-04-29,90,90,-2.0,15.75089585,66.21837029,533788.2675,7344453.175,08:17:30,05:29:57,02:47:00,S1A_IW_SLC__1SDV_20200429T052957_20200429T053025_032338_03BE26_142D,DESCENDING,66,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/22_2020-04-29_clip_500/S1A__IW___D_20200429T052957_VV_gamma0-rtc.tif
313,233,246,AC-24,B,AC-24B,2020-04-29,90,90,-2.0,15.75089585,66.21837029,533788.2675,7344453.175,08:17:30,05:29:33,02:47:00,S1A_IW_SLC__1SDV_20200429T052933_20200429T053000_032338_03BE26_870B,DESCENDING,66,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/23_2020-04-29_clip_500/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif
314,234,247,AC-27,B,AC-27B,2020-05-01,240+,240,-5.0,15.77325645,66.10627946,534948.6291,7331971.961,03:02:30,16:31:17,13:28:00,S1A_IW_SLC__1SDV_20200501T163117_20200501T163144_032374_03BF6D_7E00,ASCENDING,102,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/21_2020-05-01_clip_500/S1A__IW___A_20200501T163117_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/21_2020-05-01_clip_500/S1A__IW___A_20200501T163117_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/21_2020-05-01_clip_500/S1A__IW___A_20200501T163117_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/21_2020-05-01_clip_500/S1A__IW___A_20200501T163117_VV_gamma0-rtc.tif
315,91,98,AC-27,A,AC-27A,2020-05-01,240+,240,-5.0,15.71649311,66.07877936,532418.2506,7328876.351,03:02:30,16:31:17,13:28:00,S1A_IW_SLC__1SDV_20200501T163117_20200501T163144_032374_03BF6D_7E00,ASCENDING,102,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/21_2020-05-01_clip_500/S1A__IW___A_20200501T163117_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/21_2020-05-01_clip_500/S1A__IW___A_20200501T163117_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/21_2020-05-01_clip_500/S1A__IW___A_20200501T163117_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/21_2020-05-01_clip_500/S1A__IW___A_20200501T163117_VV_gamma0-rtc.tif
316,378,396,AC-27,C,AC-27C,2020-05-01,240+,240,-5.0,15.80351497,66.07257278,536364.3222,7328232.328,03:02:30,16:31:17,13:28:00,S1A_IW_SLC__1SDV_20200501T163117_20200501T163144_032374_03BF6D_7E00,ASCENDING,102,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/21_2020-05-01_clip_500/S1A__IW___A_20200501T163117_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/21_2020-05-01_clip_500/S1A__IW___A_20200501T163117_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/21_2020-05-01_clip_500/S1A__IW___A_20200501T163117_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/21_2020-05-01_clip_500/S1A__IW___A_20200501T163117_VV_gamma0-rtc.tif
317,389,408,AC-33,C,AC-33C,2021-03-10,75,75,-20.0,16.08053297,66.03404496,548974.3517,7324126.804,05:15:30,16:22:20,11:06:00,S1B_IW_SLC__1SDV_20210310T162220_20210310T162250_025955_031898_ED3F,ASCENDING,29,212,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/20_2021-03-10_clip_500/S1B__IW___A_20210310T162220_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/20_2021-03-10_clip_500/S1B__IW___A_20210310T162220_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/20_2021-03-10_clip_500/S1B__IW___A_20210310T162220_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/20_2021-03-10_clip_500/S1B__IW___A_20210310T162220_VV_gamma0-rtc.tif
318,245,258,AC-32,B,AC-32B,2021-03-10,240+,240,-15.0,15.96743701,66.06109946,543802.1738,7327058.39,06:26:30,16:22:20,09:55:00,S1B_IW_SLC__1SDV_20210310T162220_20210310T162250_025955_031898_ED3F,ASCENDING,29,212,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/20_2021-03-10_clip_500/S1B__IW___A_20210310T162220_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/20_2021-03-10_clip_500/S1B__IW___A_20210310T162220_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/20_2021-03-10_clip_500/S1B__IW___A_20210310T162220_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/20_2021-03-10_clip_500/S1B__IW___A_20210310T162220_VV_gamma0-rtc.tif
319,246,259,AC-33,B,AC-33B,2021-03-10,90,90,-20.0,16.12502754,66.06502455,550928.8997,7327614.924,05:15:30,16:22:20,11:06:00,S1B_IW_SLC__1SDV_20210310T162220_20210310T162250_025955_031898_ED3F,ASCENDING,29,212,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/20_2021-03-10_clip_500/S1B__IW___A_20210310T162220_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/20_2021-03-10_clip_500/S1B__IW___A_20210310T162220_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/20_2021-03-10_clip_500/S1B__IW___A_20210310T162220_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/20_2021-03-10_clip_500/S1B__IW___A_20210310T162220_VV_gamma0-rtc.tif
