,ID,OG_ID,Triangle,Corner,TriangleCorner,date,SnowDepth,SnowDepth_Noplus,temperature,x_4326,y_4326,x_3006,y_3006,MiddleTime,era5_new_date,era5_plusminus,era5_precip,era5_temp,granule_time,time_difference,granule_id,orbitProp,pathNr,frameNr,mask.tif,angle.tif,VH.tif,VV.tif
57,33,35,AC-39,A,AC-39A,2018-03-15,80,80,-15.0,15.93640688,65.88145457,542696.2178,7307015.189,10:19:00,2018-03-14,minus,0.1,-15.6,16:21:56,17:57:00,S1B_IW_SLC__1SDV_20180314T162156_20180314T162226_010030_012302_0AD2,ASCENDING,29,210,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/25_2018-03-14_clip_1000/S1B__IW___A_20180314T162156_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/25_2018-03-14_clip_1000/S1B__IW___A_20180314T162156_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/25_2018-03-14_clip_1000/S1B__IW___A_20180314T162156_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/25_2018-03-14_clip_1000/S1B__IW___A_20180314T162156_VV_gamma0-rtc.tif
58,34,36,AC-38,A,AC-38A,2018-03-15,85,85,-15.0,16.02861195,65.89659453,546872.4418,7308768.327,09:00:00,2018-03-14,minus,0.1,-15.6,16:22:23,16:37:00,S1B_IW_SLC__1SDV_20180314T162223_20180314T162251_010030_012302_D8D8,ASCENDING,29,216,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/24_2018-03-14_clip_1000/S1B__IW___A_20180314T162223_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/24_2018-03-14_clip_1000/S1B__IW___A_20180314T162223_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/24_2018-03-14_clip_1000/S1B__IW___A_20180314T162223_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/24_2018-03-14_clip_1000/S1B__IW___A_20180314T162223_VV_gamma0-rtc.tif
59,34,36,AC-38,A,AC-38A,2018-03-15,85,85,-15.0,16.02861195,65.89659453,546872.4418,7308768.327,09:00:00,2018-03-14,minus,0.1,-15.6,16:21:56,16:38:00,S1B_IW_SLC__1SDV_20180314T162156_20180314T162226_010030_012302_0AD2,ASCENDING,29,210,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/25_2018-03-14_clip_1000/S1B__IW___A_20180314T162156_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/25_2018-03-14_clip_1000/S1B__IW___A_20180314T162156_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/25_2018-03-14_clip_1000/S1B__IW___A_20180314T162156_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/25_2018-03-14_clip_1000/S1B__IW___A_20180314T162156_VV_gamma0-rtc.tif
60,37,39,AC-31,A,AC-31A,2018-03-16,115,115,-10.0,15.59576559,65.98449828,527055.8412,7318310.67,12:52:30,2018-03-15,minus,0.0,-17.8,16:14:41,20:37:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
61,180,188,AC-31,B,AC-31B,2018-03-16,125,125,-10.0,15.63274264,66.01705338,528698.4479,7321955.65,12:52:30,2018-03-15,minus,0.0,-17.8,16:14:41,20:37:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
62,322,335,AC-40,C,AC-40C,2018-03-16,200,200,-15.0,16.13319552,65.84112738,551749.3676,7302668.783,10:42:30,2018-03-15,minus,0.0,-17.8,16:14:41,18:27:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
63,178,186,AC-40,B,AC-40B,2018-03-16,115,115,-15.0,16.17741866,65.87209272,553703.9877,7306156.875,10:42:30,2018-03-15,minus,0.0,-17.8,16:14:41,18:27:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
64,179,187,AC-41,B,AC-41B,2018-03-16,200,200,-20.0,16.35196411,65.83569752,561751.7168,7302261.377,09:17:30,2018-03-15,minus,0.0,-17.8,16:14:41,17:02:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
65,324,337,AC-31,C,AC-31C,2018-03-16,145,145,-10.0,15.68346284,65.98772306,531034.4515,7318710.707,12:52:30,2018-03-15,minus,0.0,-17.8,16:14:41,20:37:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
66,323,336,AC-41,C,AC-41C,2018-03-16,165,165,-20.0,16.30759412,65.80478255,559797.0704,7298773.267,09:17:30,2018-03-15,minus,0.0,-17.8,16:14:41,17:02:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
67,36,38,AC-41,A,AC-41A,2018-03-16,120,120,-20.0,16.26443367,65.83598422,557753.5181,7302210.037,09:17:30,2018-03-15,minus,0.0,-17.8,16:14:41,17:02:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
68,35,37,AC-40,A,AC-40A,2018-03-16,170,170,-15.0,16.08976248,65.87227973,549705.8182,7306105.522,10:42:30,2018-03-15,minus,0.0,-17.8,16:14:41,18:27:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/23_2018-03-15_clip_1000/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
69,30,32,AC-42,A,AC-42A,2018-03-29,85,85,-10.0,15.76098076,65.90840731,534661.4522,7309911.059,10:30:00,2018-03-30,plus,0.1,-7.2,16:39:14,30:09:00,S1A_IW_SLC__1SDV_20180330T163914_20180330T163941_021247_0248AC_6826,ASCENDING,175,212,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_VV_gamma0-rtc.tif
70,30,32,AC-42,A,AC-42A,2018-03-29,85,85,-10.0,15.76098076,65.90840731,534661.4522,7309911.059,10:30:00,2018-03-30,plus,0.1,-7.2,05:21:31,18:51:00,S1A_IW_SLC__1SDV_20180330T052131_20180330T052159_021240_024878_9540,DESCENDING,168,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_VV_gamma0-rtc.tif
71,30,32,AC-42,A,AC-42A,2018-03-29,85,85,-10.0,15.76098076,65.90840731,534661.4522,7309911.059,10:30:00,2018-03-30,plus,0.1,-7.2,05:21:06,18:51:00,S1A_IW_SLC__1SDV_20180330T052106_20180330T052133_021240_024878_7D66,DESCENDING,168,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_VV_gamma0-rtc.tif
72,317,330,AC-42,C,AC-42C,2018-03-29,110,110,-10.0,15.68504701,65.89042994,531224.7772,7307867.528,10:30:00,2018-03-28,minus,0.1,-7.7,05:37:41,28:52:00,S1A_IW_SLC__1SDV_20180328T053741_20180328T053808_021211_024795_07AE,DESCENDING,139,371,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/22_2018-03-28_clip_1000/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/22_2018-03-28_clip_1000/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/22_2018-03-28_clip_1000/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/22_2018-03-28_clip_1000/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
73,30,32,AC-42,A,AC-42A,2018-03-29,85,85,-10.0,15.76098076,65.90840731,534661.4522,7309911.059,10:30:00,2018-03-28,minus,0.1,-7.7,05:37:41,28:52:00,S1A_IW_SLC__1SDV_20180328T053741_20180328T053808_021211_024795_07AE,DESCENDING,139,371,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/22_2018-03-28_clip_1000/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/22_2018-03-28_clip_1000/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/22_2018-03-28_clip_1000/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/22_2018-03-28_clip_1000/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
74,173,181,AC-42,B,AC-42B,2018-03-29,110,110,-10.0,15.76104404,65.87253495,534712.811,7305912.951,10:30:00,2018-03-28,minus,0.1,-7.7,05:37:41,28:52:00,S1A_IW_SLC__1SDV_20180328T053741_20180328T053808_021211_024795_07AE,DESCENDING,139,371,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/22_2018-03-28_clip_1000/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/22_2018-03-28_clip_1000/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/22_2018-03-28_clip_1000/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/22_2018-03-28_clip_1000/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
75,317,330,AC-42,C,AC-42C,2018-03-29,110,110,-10.0,15.68504701,65.89042994,531224.7772,7307867.528,10:30:00,2018-03-30,plus,0.1,-7.2,16:39:14,30:09:00,S1A_IW_SLC__1SDV_20180330T163914_20180330T163941_021247_0248AC_6826,ASCENDING,175,212,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_VV_gamma0-rtc.tif
76,317,330,AC-42,C,AC-42C,2018-03-29,110,110,-10.0,15.68504701,65.89042994,531224.7772,7307867.528,10:30:00,2018-03-30,plus,0.1,-7.2,05:21:31,18:51:00,S1A_IW_SLC__1SDV_20180330T052131_20180330T052159_021240_024878_9540,DESCENDING,168,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_VV_gamma0-rtc.tif
77,317,330,AC-42,C,AC-42C,2018-03-29,110,110,-10.0,15.68504701,65.89042994,531224.7772,7307867.528,10:30:00,2018-03-30,plus,0.1,-7.2,05:21:06,18:51:00,S1A_IW_SLC__1SDV_20180330T052106_20180330T052133_021240_024878_7D66,DESCENDING,168,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_VV_gamma0-rtc.tif
78,173,181,AC-42,B,AC-42B,2018-03-29,110,110,-10.0,15.76104404,65.87253495,534712.811,7305912.951,10:30:00,2018-03-30,plus,0.1,-7.2,16:39:14,30:09:00,S1A_IW_SLC__1SDV_20180330T163914_20180330T163941_021247_0248AC_6826,ASCENDING,175,212,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_VV_gamma0-rtc.tif
79,173,181,AC-42,B,AC-42B,2018-03-29,110,110,-10.0,15.76104404,65.87253495,534712.811,7305912.951,10:30:00,2018-03-30,plus,0.1,-7.2,05:21:31,18:51:00,S1A_IW_SLC__1SDV_20180330T052131_20180330T052159_021240_024878_9540,DESCENDING,168,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_VV_gamma0-rtc.tif
80,173,181,AC-42,B,AC-42B,2018-03-29,110,110,-10.0,15.76104404,65.87253495,534712.811,7305912.951,10:30:00,2018-03-30,plus,0.1,-7.2,05:21:06,18:51:00,S1A_IW_SLC__1SDV_20180330T052106_20180330T052133_021240_024878_7D66,DESCENDING,168,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_VV_gamma0-rtc.tif
81,171,179,AC-21,B,AC-21B,2018-03-30,80,80,-5.0,15.58142379,66.32569497,526051.5524,7356334.762,09:47:30,2018-03-31,plus,0.1,-8.2,16:30:24,30:42:00,S1B_IW_SLC__1SDV_20180331T163024_20180331T163052_010278_012B11_63F7,ASCENDING,102,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VV_gamma0-rtc.tif
82,314,327,AC-23,C,AC-23C,2018-03-30,65,65,-8.0,15.40240613,66.19702191,518122.7213,7341929.176,08:10:00,2018-03-31,plus,0.1,-8.2,16:30:24,32:20:00,S1B_IW_SLC__1SDV_20180331T163024_20180331T163052_010278_012B11_63F7,ASCENDING,102,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VV_gamma0-rtc.tif
83,28,30,AC-21,A,AC-21A,2018-03-30,85,85,-5.0,15.49256311,66.32241149,522072.9725,7355934.593,09:47:30,2018-03-31,plus,0.1,-8.2,16:30:24,30:42:00,S1B_IW_SLC__1SDV_20180331T163024_20180331T163052_010278_012B11_63F7,ASCENDING,102,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VV_gamma0-rtc.tif
