"","X","ID_clean","ID_preclean","Triangle","Corner","TriangleCorner","date","SnowDepth","SnowDepth_Noplus","temperature","x_4326","y_4326","x_3006","y_3006","MiddleTime","mask.tif","angle.tif","VH.tif","VV.tif","point_VH","point_VV","points_angle"
"390",389,239,252,"AC-21","B","AC-21B","2021-04-12","100",100,"-5",15.58142379,66.32569497,526051.5524,7356334.762,"09:29:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VV_gamma0-rtc.tif","0.01","0.086","40.356"
"391",390,261,274,"AC-25","B","AC-25B","2021-04-12","145",145,"default_value",15.92210788,66.22488338,541481.2433,7345282.029,"05:07:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VV_gamma0-rtc.tif","0.01","0.085","33.716"
"392",391,97,104,"AC-23","A","AC-23A","2021-04-12","100",100,"-5",15.37146429,66.23064849,516707.0051,7345668.731,"11:43:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VV_gamma0-rtc.tif","0.02","0.097","45.685"
"393",392,96,103,"AC-21","A","AC-21A","2021-04-12","60",60,"-5",15.49256311,66.32241149,522072.9725,7355934.593,"09:29:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VV_gamma0-rtc.tif","0.004","0.028","45.064"
"394",393,238,251,"AC-22","B","AC-22B","2021-04-12","185",185,"-5",15.6976547,66.29959822,531291.7265,7353479.21,"08:17:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VV_gamma0-rtc.tif","0.006","0.05","36.856"
"395",394,240,253,"AC-23","B","AC-23B","2021-04-12","145",145,"-5",15.45909231,66.2246367,520653.0315,7345024.777,"11:43:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VV_gamma0-rtc.tif","0.005","0.039","39.851"
"396",395,260,273,"AC-26","B","AC-26B","2021-04-12","90",90,"-11",16.06001278,66.19911613,547733.1046,7342508.393,"03:56:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VV_gamma0-rtc.tif","0.014","0.102","36.239"
"397",396,405,424,"AC-24","C","AC-24C","2021-04-12","35",35,"-10",15.78131809,66.18466847,535204.0008,7340713.562,"06:47:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VV_gamma0-rtc.tif","0.004","0.033","38.739"
"398",397,118,126,"AC-24","A","AC-24A","2021-04-12","90",90,"-10",15.69390556,66.19086231,531257.926,7341357.54,"06:47:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VV_gamma0-rtc.tif","0.007","0.035","39.239"
"399",398,383,401,"AC-21","C","AC-21C","2021-04-12","90",90,"-5",15.54403889,66.2931197,524408.0744,7352688.726,"09:29:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VV_gamma0-rtc.tif","0.007","0.037","37.8"
"400",399,95,102,"AC-22","A","AC-22A","2021-04-12","140",140,"-5",15.66018048,66.26705978,529649.2181,7349834.175,"08:17:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VV_gamma0-rtc.tif","0.01","0.054","37.694"
"401",400,117,125,"AC-25","A","AC-25A","2021-04-12","115",115,"default_value",15.84925843,66.20434872,538235.3079,7342946.922,"05:07:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VV_gamma0-rtc.tif","0.011","0.063","37.517"
"402",401,116,124,"AC-26","A","AC-26A","2021-04-12","120",120,"-11",16.04425364,66.16381694,547089.1167,7338562.269,"03:56:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VV_gamma0-rtc.tif","0.008","0.049","39.781"
"403",402,262,275,"AC-24","B","AC-24B","2021-04-12","85",85,"-10",15.75089585,66.21837029,533788.2675,7344453.175,"06:47:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VV_gamma0-rtc.tif","0.005","0.027","44.712"
"404",403,404,423,"AC-25","C","AC-25C","2021-04-12","150",150,"default_value",15.92966596,66.18915009,541880.3604,7341304.369,"05:07:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VV_gamma0-rtc.tif","0.007","0.058","35.386"
"405",404,384,402,"AC-23","C","AC-23C","2021-04-12","45",45,"-5",15.40240613,66.19702191,518122.7213,7341929.176,"11:43:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/11_2021-04-12_clip/S1A__IW___D_20210412T052938_VV_gamma0-rtc.tif","0.016","0.08","41.26"
"406",405,99,106,"AC-46","A","AC-46A","2021-04-17","45",45,"-6",15.24173924,66.1936143,510888.4485,7341512.132,"05:50:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_VV_gamma0-rtc.tif","0.013","0.101","26.119"
"407",406,386,404,"AC-46","C","AC-46C","2021-04-17","80",80,"-6",15.18055162,66.16762289,508140.7873,7338605.705,"05:50:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_VV_gamma0-rtc.tif","0.01","0.085","31.803"
"408",407,385,403,"AC-43","C","AC-43C","2021-04-17","100",100,"-8",15.2080681,66.09142172,509409.665,7330115.849,"03:57:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_VV_gamma0-rtc.tif","0.006","0.059","32.66"
"409",408,242,255,"AC-46","B","AC-46B","2021-04-17","90",90,"-6",15.26675247,66.15918547,512031.4368,7337679.111,"05:50:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_VV_gamma0-rtc.tif","0.012","0.067","36.944"
"410",409,98,105,"AC-43","A","AC-43A","2021-04-17","170",170,"-8",15.25159463,66.12264974,511364.1247,7333603.857,"03:57:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_VV_gamma0-rtc.tif","0.007","0.065","25.49"
"411",410,241,254,"AC-43","B","AC-43B","2021-04-17","95",95,"-8",15.29647724,66.09173882,513407.6892,7330167.287,"03:57:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/10_2021-04-17_clip/S1A__IW___D_20210417T053801_VV_gamma0-rtc.tif","0.014","0.104","33.355"
"412",411,387,405,"AC-32","C","AC-32C","2021-05-03","240+",240,"-8",15.94437763,66.0264787,542816.3157,7323183.87,"02:52:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_VV_gamma0-rtc.tif","0.037","0.186","35.473"
"413",412,243,256,"AC-32","B","AC-32B","2021-05-03","130",130,"-8",15.96743701,66.06109946,543802.1738,7327058.39,"02:52:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_VV_gamma0-rtc.tif","0.011","0.075","39.841"
"414",413,244,257,"AC-27","B","AC-27B","2021-05-03","75",75,"-8",15.77325645,66.10627946,534948.6291,7331971.961,"04:06:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_VV_gamma0-rtc.tif","0.029","0.349","19.21"
"415",414,100,107,"AC-32","A","AC-32A","2021-05-03","145",145,"-8",15.88210448,66.05188319,539953.2836,7325974.195,"02:52:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_VV_gamma0-rtc.tif","0.008","0.083","31.854"
"416",415,388,406,"AC-27","C","AC-27C","2021-05-03","240",240,"-8",15.80351497,66.07257278,536364.3222,7328232.328,"04:06:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_VV_gamma0-rtc.tif","0.017","0.103","44.931"
"417",416,101,108,"AC-27","A","AC-27A","2021-05-03","160",160,"-8",15.71649311,66.07877936,532418.2506,7328876.351,"04:06:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/9_2021-05-03_clip/S1A__IW___A_20210503T162311_VV_gamma0-rtc.tif","0.02","0.157","28.302"
"418",417,122,130,"AC-31","A","AC-31A","2022-03-04","180",180,"-11.5",15.59576559,65.98449828,527055.8412,7318310.67,"07:21:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/8_2022-03-04_clip/S1A__IW___A_20220304T163126_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/8_2022-03-04_clip/S1A__IW___A_20220304T163126_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/8_2022-03-04_clip/S1A__IW___A_20220304T163126_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/8_2022-03-04_clip/S1A__IW___A_20220304T163126_VV_gamma0-rtc.tif","0.016","0.079","34.576"
"419",418,266,279,"AC-31","B","AC-31B","2022-03-04","110",110,"-11.5",15.63274264,66.01705338,528698.4479,7321955.65,"07:21:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/8_2022-03-04_clip/S1A__IW___A_20220304T163126_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/8_2022-03-04_clip/S1A__IW___A_20220304T163126_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/8_2022-03-04_clip/S1A__IW___A_20220304T163126_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/8_2022-03-04_clip/S1A__IW___A_20220304T163126_VV_gamma0-rtc.tif","0.008","0.056","39.605"
"420",419,409,428,"AC-31","C","AC-31C","2022-03-04","70",70,"-11.5",15.68346284,65.98772306,531034.4515,7318710.707,"07:21:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/8_2022-03-04_clip/S1A__IW___A_20220304T163126_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/8_2022-03-04_clip/S1A__IW___A_20220304T163126_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/8_2022-03-04_clip/S1A__IW___A_20220304T163126_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/8_2022-03-04_clip/S1A__IW___A_20220304T163126_VV_gamma0-rtc.tif","0.017","0.093","36.576"
"421",420,410,429,"AC-39","C","AC-39C","2022-03-09","40",40,"-7",15.99713695,65.85558969,545510.8611,7304175.201,"08:27:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/7_2022-03-09_clip/S1A__IW___D_20220309T052155_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/7_2022-03-09_clip/S1A__IW___D_20220309T052155_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/7_2022-03-09_clip/S1A__IW___D_20220309T052155_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/7_2022-03-09_clip/S1A__IW___D_20220309T052155_VV_gamma0-rtc.tif","0.015","0.094","32.928"
