,ID_clean,ID_preclean,Triangle,Corner,TriangleCorner,date,SnowDepth,SnowDepth_Noplus,temperature,x_4326,y_4326,x_3006,y_3006,MiddleTime,mask.tif,angle.tif,VH.tif,VV.tif
104,191,199,AC-35,B,AC-35B,2018-03-23,120,120,-10.0,16.55437651,66.02318273,570477.9784,7323367.637,09:32:30,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_VV_gamma0-rtc.tif
105,191,199,AC-35,B,AC-35B,2018-03-23,120,120,-10.0,16.55437651,66.02318273,570477.9784,7323367.637,09:32:30,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_VV_gamma0-rtc.tif
106,189,197,AC-30,B,AC-30B,2018-03-23,165,165,-10.0,16.3475215,66.10802569,560896.7912,7332605.764,13:00:00,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_VV_gamma0-rtc.tif
107,189,197,AC-30,B,AC-30B,2018-03-23,165,165,-10.0,16.3475215,66.10802569,560896.7912,7332605.764,13:00:00,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_VV_gamma0-rtc.tif
108,192,200,AC-36,B,AC-36B,2018-03-23,110,110,-15.0,16.76838233,66.0304171,580156.6735,7324430.853,08:12:30,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_VV_gamma0-rtc.tif
109,192,200,AC-36,B,AC-36B,2018-03-23,110,110,-15.0,16.76838233,66.0304171,580156.6735,7324430.853,08:12:30,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_VV_gamma0-rtc.tif
110,48,50,AC-35,A,AC-35A,2018-03-23,90,90,-10.0,16.55332624,65.98731394,570529.3876,7319369.401,09:32:30,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_VV_gamma0-rtc.tif
111,48,50,AC-35,A,AC-35A,2018-03-23,90,90,-10.0,16.55332624,65.98731394,570529.3876,7319369.401,09:32:30,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_VV_gamma0-rtc.tif
112,46,48,AC-30,A,AC-30A,2018-03-23,110,110,-10.0,16.32392487,66.07345377,559911.9498,7328730.193,13:00:00,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_VV_gamma0-rtc.tif
113,46,48,AC-30,A,AC-30A,2018-03-23,110,110,-10.0,16.32392487,66.07345377,559911.9498,7328730.193,13:00:00,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_VV_gamma0-rtc.tif
114,47,49,AC-34,A,AC-34A,2018-03-23,130,130,-10.0,16.33018168,66.05549638,560237.5303,7326734.951,11:22:30,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/43_2018-03-23_clip/S1A__IW___D_20180323T052943_VV_gamma0-rtc.tif
115,47,49,AC-34,A,AC-34A,2018-03-23,130,130,-10.0,16.33018168,66.05549638,560237.5303,7326734.951,11:22:30,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/44_2018-03-23_clip/S1A__IW___D_20180323T052918_VV_gamma0-rtc.tif
116,38,40,AC-27,A,AC-27A,2018-03-28,240,240,-8.0,15.71649311,66.07877936,532418.2506,7328876.351,13:10:00,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
117,181,189,AC-27,B,AC-27B,2018-03-28,60,60,-8.0,15.77325645,66.10627946,534948.6291,7331971.961,13:10:00,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
118,182,190,AC-28,B,AC-28B,2018-03-28,55,55,-8.0,15.93648025,66.15941633,542236.8719,7337994.957,10:47:30,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
119,184,192,AC-33,B,AC-33B,2018-03-28,130,130,-10.0,16.12502754,66.06502455,550928.8997,7327614.924,08:35:00,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
120,328,341,AC-33,C,AC-33C,2018-03-28,70,70,-10.0,16.08053297,66.03404496,548974.3517,7324126.804,08:35:00,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
121,327,340,AC-32,C,AC-32C,2018-03-28,190,190,-5.0,15.94437763,66.0264787,542816.3157,7323183.87,14:37:30,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
122,183,191,AC-32,B,AC-32B,2018-03-28,250,250,-5.0,15.96743701,66.06109946,543802.1738,7327058.39,14:37:30,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
123,325,338,AC-27,C,AC-27C,2018-03-28,220,220,-8.0,15.80351497,66.07257278,536364.3222,7328232.328,13:10:00,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
124,39,41,AC-28,A,AC-28A,2018-03-28,140,140,-8.0,15.8491718,66.15323252,538308.6585,7337249.602,10:47:30,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
125,40,42,AC-32,A,AC-32A,2018-03-28,155,155,-5.0,15.88210448,66.05188319,539953.2836,7325974.195,14:37:30,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
126,41,43,AC-33,A,AC-33A,2018-03-28,135,135,-10.0,16.03670724,66.06518167,546930.7414,7327563.494,08:35:00,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
127,326,339,AC-28,C,AC-28C,2018-03-28,30,30,-8.0,15.90602943,66.12572896,540917.8704,7334220.113,10:47:30,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/42_2018-03-28_clip/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
128,185,193,AC-24,B,AC-24B,2018-03-30,90,90,-5.0,15.75089585,66.21837029,533788.2675,7344453.175,14:02:30,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/39_2018-03-30_clip/S1A__IW___A_20180330T163914_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/39_2018-03-30_clip/S1A__IW___A_20180330T163914_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/39_2018-03-30_clip/S1A__IW___A_20180330T163914_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/39_2018-03-30_clip/S1A__IW___A_20180330T163914_VV_gamma0-rtc.tif
129,185,193,AC-24,B,AC-24B,2018-03-30,90,90,-5.0,15.75089585,66.21837029,533788.2675,7344453.175,14:02:30,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/40_2018-03-30_clip/S1A__IW___D_20180330T052131_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/40_2018-03-30_clip/S1A__IW___D_20180330T052131_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/40_2018-03-30_clip/S1A__IW___D_20180330T052131_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/40_2018-03-30_clip/S1A__IW___D_20180330T052131_VV_gamma0-rtc.tif
130,185,193,AC-24,B,AC-24B,2018-03-30,90,90,-5.0,15.75089585,66.21837029,533788.2675,7344453.175,14:02:30,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/41_2018-03-30_clip/S1A__IW___D_20180330T052106_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/41_2018-03-30_clip/S1A__IW___D_20180330T052106_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/41_2018-03-30_clip/S1A__IW___D_20180330T052106_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/41_2018-03-30_clip/S1A__IW___D_20180330T052106_VV_gamma0-rtc.tif
131,42,44,AC-24,A,AC-24A,2018-03-30,90,90,-5.0,15.69390556,66.19086231,531257.926,7341357.54,14:02:30,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/39_2018-03-30_clip/S1A__IW___A_20180330T163914_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/39_2018-03-30_clip/S1A__IW___A_20180330T163914_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/39_2018-03-30_clip/S1A__IW___A_20180330T163914_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/39_2018-03-30_clip/S1A__IW___A_20180330T163914_VV_gamma0-rtc.tif
132,42,44,AC-24,A,AC-24A,2018-03-30,90,90,-5.0,15.69390556,66.19086231,531257.926,7341357.54,14:02:30,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/40_2018-03-30_clip/S1A__IW___D_20180330T052131_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/40_2018-03-30_clip/S1A__IW___D_20180330T052131_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/40_2018-03-30_clip/S1A__IW___D_20180330T052131_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/40_2018-03-30_clip/S1A__IW___D_20180330T052131_VV_gamma0-rtc.tif
133,42,44,AC-24,A,AC-24A,2018-03-30,90,90,-5.0,15.69390556,66.19086231,531257.926,7341357.54,14:02:30,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/41_2018-03-30_clip/S1A__IW___D_20180330T052106_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/41_2018-03-30_clip/S1A__IW___D_20180330T052106_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/41_2018-03-30_clip/S1A__IW___D_20180330T052106_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/41_2018-03-30_clip/S1A__IW___D_20180330T052106_VV_gamma0-rtc.tif
134,170,178,AC-23,B,AC-23B,2018-03-30,120,120,-8.0,15.45909231,66.2246367,520653.0315,7345024.777,09:10:00,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/39_2018-03-30_clip/S1A__IW___A_20180330T163914_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/39_2018-03-30_clip/S1A__IW___A_20180330T163914_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/39_2018-03-30_clip/S1A__IW___A_20180330T163914_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/39_2018-03-30_clip/S1A__IW___A_20180330T163914_VV_gamma0-rtc.tif
135,170,178,AC-23,B,AC-23B,2018-03-30,120,120,-8.0,15.45909231,66.2246367,520653.0315,7345024.777,09:10:00,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/40_2018-03-30_clip/S1A__IW___D_20180330T052131_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/40_2018-03-30_clip/S1A__IW___D_20180330T052131_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/40_2018-03-30_clip/S1A__IW___D_20180330T052131_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/40_2018-03-30_clip/S1A__IW___D_20180330T052131_VV_gamma0-rtc.tif
136,170,178,AC-23,B,AC-23B,2018-03-30,120,120,-8.0,15.45909231,66.2246367,520653.0315,7345024.777,09:10:00,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/41_2018-03-30_clip/S1A__IW___D_20180330T052106_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/41_2018-03-30_clip/S1A__IW___D_20180330T052106_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/41_2018-03-30_clip/S1A__IW___D_20180330T052106_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/41_2018-03-30_clip/S1A__IW___D_20180330T052106_VV_gamma0-rtc.tif
