,ID_clean,ID_preclean,Triangle,Corner,TriangleCorner,date,SnowDepth,SnowDepth_Noplus,temperature,x_4326,y_4326,x_3006,y_3006,middleTime,granule_time,time_difference,granule_id,orbitProp,pathNr,frameNr,mask.tif,angle.tif,VH.tif,VV.tif
20,154,162,AC-35,B,AC-35B,2017-03-06,95,95,-10.0,16.55437651,66.02318273,570477.9784,7323367.637,12:47:30,16:31:04,2:44:00,S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323,ASCENDING,102,214,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/28_2017-03-06_clip_100/S1A__IW___A_20170306T163104_VV_gamma0-rtc.tif
21,177,185,AC-38,B,AC-38B,2018-03-15,120,120,-15.0,16.06601119,65.92904529,548515.1091,7312413.359,10:00:00,16:14:41,5:14:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
22,176,184,AC-39,B,AC-39B,2018-03-15,120,120,-15.0,16.0215596,65.89003991,546562.9883,7308032.57,11:19:00,16:14:41,3:55:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
23,320,333,AC-39,C,AC-39C,2018-03-15,85,85,-15.0,15.99713695,65.85558969,545510.8611,7304175.201,11:19:00,16:14:41,3:55:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
24,318,331,AC-37,C,AC-37C,2018-03-15,10,10,-15.0,15.89264784,65.90691896,540660.7363,7309824.185,12:55:00,16:14:41,2:19:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
25,34,36,AC-38,A,AC-38A,2018-03-15,85,85,-15.0,16.02861195,65.89659453,546872.4418,7308768.327,10:00:00,16:14:41,5:14:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
26,33,35,AC-39,A,AC-39A,2018-03-15,80,80,-15.0,15.93640688,65.88145457,542696.2178,7307015.189,11:19:00,16:14:41,3:55:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
27,31,33,AC-37,A,AC-37A,2018-03-15,70,70,-15.0,15.84881121,65.9380027,538617.1852,7313260.876,12:55:00,16:14:41,2:19:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
28,321,334,AC-38,C,AC-38C,2018-03-15,130,130,-15.0,16.11606048,65.89957289,550851.1264,7309168.337,10:00:00,16:14:41,5:14:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
29,174,182,AC-37,B,AC-37B,2018-03-15,45,45,-15.0,15.93669383,65.93795328,542615.3144,7313312.254,12:55:00,16:14:41,2:19:00,S1A_IW_SLC__1SDV_20180315T161441_20180315T161508_021028_0241CC_51AF,ASCENDING,131,214,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/23_2018-03-15_clip_100/S1A__IW___A_20180315T161441_VV_gamma0-rtc.tif
30,38,40,AC-27,A,AC-27A,2018-03-28,240,240,-8.0,15.71649311,66.07877936,532418.2506,7328876.351,13:10:00,05:37:41,8:33:00,S1A_IW_SLC__1SDV_20180328T053741_20180328T053808_021211_024795_07AE,DESCENDING,139,371,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
31,181,189,AC-27,B,AC-27B,2018-03-28,60,60,-8.0,15.77325645,66.10627946,534948.6291,7331971.961,13:10:00,05:37:41,8:33:00,S1A_IW_SLC__1SDV_20180328T053741_20180328T053808_021211_024795_07AE,DESCENDING,139,371,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
32,182,190,AC-28,B,AC-28B,2018-03-28,55,55,-8.0,15.93648025,66.15941633,542236.8719,7337994.957,10:47:30,05:37:41,6:10:00,S1A_IW_SLC__1SDV_20180328T053741_20180328T053808_021211_024795_07AE,DESCENDING,139,371,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
33,184,192,AC-33,B,AC-33B,2018-03-28,130,130,-10.0,16.12502754,66.06502455,550928.8997,7327614.924,08:35:00,05:37:41,3:58:00,S1A_IW_SLC__1SDV_20180328T053741_20180328T053808_021211_024795_07AE,DESCENDING,139,371,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
34,328,341,AC-33,C,AC-33C,2018-03-28,70,70,-10.0,16.08053297,66.03404496,548974.3517,7324126.804,08:35:00,05:37:41,3:58:00,S1A_IW_SLC__1SDV_20180328T053741_20180328T053808_021211_024795_07AE,DESCENDING,139,371,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
35,327,340,AC-32,C,AC-32C,2018-03-28,190,190,-5.0,15.94437763,66.0264787,542816.3157,7323183.87,14:37:30,05:37:41,10:00:00,S1A_IW_SLC__1SDV_20180328T053741_20180328T053808_021211_024795_07AE,DESCENDING,139,371,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
36,183,191,AC-32,B,AC-32B,2018-03-28,250,250,-5.0,15.96743701,66.06109946,543802.1738,7327058.39,14:37:30,05:37:41,10:00:00,S1A_IW_SLC__1SDV_20180328T053741_20180328T053808_021211_024795_07AE,DESCENDING,139,371,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
37,325,338,AC-27,C,AC-27C,2018-03-28,220,220,-8.0,15.80351497,66.07257278,536364.3222,7328232.328,13:10:00,05:37:41,8:33:00,S1A_IW_SLC__1SDV_20180328T053741_20180328T053808_021211_024795_07AE,DESCENDING,139,371,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
38,39,41,AC-28,A,AC-28A,2018-03-28,140,140,-8.0,15.8491718,66.15323252,538308.6585,7337249.602,10:47:30,05:37:41,6:10:00,S1A_IW_SLC__1SDV_20180328T053741_20180328T053808_021211_024795_07AE,DESCENDING,139,371,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
39,40,42,AC-32,A,AC-32A,2018-03-28,155,155,-5.0,15.88210448,66.05188319,539953.2836,7325974.195,14:37:30,05:37:41,10:00:00,S1A_IW_SLC__1SDV_20180328T053741_20180328T053808_021211_024795_07AE,DESCENDING,139,371,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
40,41,43,AC-33,A,AC-33A,2018-03-28,135,135,-10.0,16.03670724,66.06518167,546930.7414,7327563.494,08:35:00,05:37:41,3:58:00,S1A_IW_SLC__1SDV_20180328T053741_20180328T053808_021211_024795_07AE,DESCENDING,139,371,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
41,326,339,AC-28,C,AC-28C,2018-03-28,30,30,-8.0,15.90602943,66.12572896,540917.8704,7334220.113,10:47:30,05:37:41,6:10:00,S1A_IW_SLC__1SDV_20180328T053741_20180328T053808_021211_024795_07AE,DESCENDING,139,371,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/22_2018-03-28_clip_100/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif
42,185,193,AC-24,B,AC-24B,2018-03-30,90,90,-5.0,15.75089585,66.21837029,533788.2675,7344453.175,14:02:30,16:39:14,1:37:00,S1A_IW_SLC__1SDV_20180330T163914_20180330T163941_021247_0248AC_6826,ASCENDING,175,212,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/19_2018-03-30_clip_100/S1A__IW___A_20180330T163914_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/19_2018-03-30_clip_100/S1A__IW___A_20180330T163914_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/19_2018-03-30_clip_100/S1A__IW___A_20180330T163914_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/19_2018-03-30_clip_100/S1A__IW___A_20180330T163914_VV_gamma0-rtc.tif
43,185,193,AC-24,B,AC-24B,2018-03-30,90,90,-5.0,15.75089585,66.21837029,533788.2675,7344453.175,14:02:30,05:21:31,9:41:00,S1A_IW_SLC__1SDV_20180330T052131_20180330T052159_021240_024878_9540,DESCENDING,168,374,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/20_2018-03-30_clip_100/S1A__IW___D_20180330T052131_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/20_2018-03-30_clip_100/S1A__IW___D_20180330T052131_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/20_2018-03-30_clip_100/S1A__IW___D_20180330T052131_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/20_2018-03-30_clip_100/S1A__IW___D_20180330T052131_VV_gamma0-rtc.tif
44,185,193,AC-24,B,AC-24B,2018-03-30,90,90,-5.0,15.75089585,66.21837029,533788.2675,7344453.175,14:02:30,05:21:06,9:41:00,S1A_IW_SLC__1SDV_20180330T052106_20180330T052133_021240_024878_7D66,DESCENDING,168,369,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/21_2018-03-30_clip_100/S1A__IW___D_20180330T052106_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/21_2018-03-30_clip_100/S1A__IW___D_20180330T052106_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/21_2018-03-30_clip_100/S1A__IW___D_20180330T052106_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/21_2018-03-30_clip_100/S1A__IW___D_20180330T052106_VV_gamma0-rtc.tif
45,42,44,AC-24,A,AC-24A,2018-03-30,90,90,-5.0,15.69390556,66.19086231,531257.926,7341357.54,14:02:30,16:39:14,1:37:00,S1A_IW_SLC__1SDV_20180330T163914_20180330T163941_021247_0248AC_6826,ASCENDING,175,212,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/19_2018-03-30_clip_100/S1A__IW___A_20180330T163914_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/19_2018-03-30_clip_100/S1A__IW___A_20180330T163914_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/19_2018-03-30_clip_100/S1A__IW___A_20180330T163914_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/19_2018-03-30_clip_100/S1A__IW___A_20180330T163914_VV_gamma0-rtc.tif
46,42,44,AC-24,A,AC-24A,2018-03-30,90,90,-5.0,15.69390556,66.19086231,531257.926,7341357.54,14:02:30,05:21:31,9:41:00,S1A_IW_SLC__1SDV_20180330T052131_20180330T052159_021240_024878_9540,DESCENDING,168,374,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/20_2018-03-30_clip_100/S1A__IW___D_20180330T052131_layoverShadowMask.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/20_2018-03-30_clip_100/S1A__IW___D_20180330T052131_localIncidenceAngle.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/20_2018-03-30_clip_100/S1A__IW___D_20180330T052131_VH_gamma0-rtc.tif,C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/processed_granules_clip_era5/20_2018-03-30_clip_100/S1A__IW___D_20180330T052131_VV_gamma0-rtc.tif
