MEAN,MEDIAN,PCT90,ERA5
2.18374832,2.11384654,2.831933737,1.632809997
2.171170051,2.113622546,2.831447005,1.772459984
2.273931179,2.243379593,2.82430768,1.739259958
2.145359649,2.065365314,2.824014044,2.0302701
2.165273044,2.092701674,2.823506165,1.658200026
2.144595798,2.106950283,2.823053598,2.21288991
2.122442906,2.038305759,2.823032379,1.539059997
2.095858602,2.017370462,2.820223331,1.982419968
2.039449604,1.911044002,2.819099951,1.809569955
2.11403465,2.004595995,2.814789248,1.998049974
2.169519466,2.097827435,2.812761545,1.93651998
2.15252651,2.112195492,2.81195426,1.661129951
2.241952051,2.180483103,2.81043396,1.430660009
2.236215702,2.189984322,2.809454107,1.916020036
2.129176637,2.048410892,2.809028053,2.152339935
2.138410746,2.085951209,2.808990145,2.070310116
2.189752198,2.10263896,2.807259512,1.953119993
2.275105004,2.223268509,2.804304314,1.817379951
2.193665525,2.103931427,2.802443695,2.001950026
2.154473844,2.098606467,2.80023303,1.78026998
2.286195732,2.232651472,2.799533272,1.417969942
2.08426413,1.982521892,2.799157333,1.784180045
2.191822721,2.122322083,2.794484138,1.451169968
2.090103301,1.941286325,2.794407129,2.178709984
2.164871748,2.087766409,2.793778372,1.823240042
2.159816603,2.082496881,2.793277788,1.982419968
2.192920282,2.106894493,2.788175344,1.989259958
2.139190686,2.067299843,2.78703928,1.955080032
2.148791838,2.076107502,2.786806154,1.527340055
2.048484524,1.923266172,2.786328554,2.259769917
2.091633286,2.025842667,2.777236462,1.817379951
2.211800917,2.141136646,2.77723465,1.87598002
2.158046216,2.121389866,2.772695065,1.93651998
2.125968896,2.042059422,2.767481565,1.944339991
2.141836753,2.082560539,2.764029026,1.612300038
2.181304213,2.13253808,2.76328063,1.997069955
2.240465109,2.196327686,2.762666035,1.988280058
2.134187504,2.058744192,2.752563143,1.990229964
2.1990974,2.130084038,2.74014492,2.135740042
2.19517152,2.142098904,2.73736167,1.887699962
2.094533198,2.01111269,2.735972691,2.328119993
2.135321263,2.086865187,2.735664582,1.638669968
2.124619797,2.049978495,2.730261803,1.831050038
2.168289651,2.105172634,2.729446173,2.021480083
2.098683677,2.045413971,2.722357512,2.28125
2.111850333,2.123703241,2.722230768,1.971680045
2.156726462,2.091623068,2.721501017,1.75098002
2.148658766,2.068362236,2.715349245,1.78026998
2.097274371,2.035140038,2.713720989,2.167969942
2.031231545,1.929516554,2.713676929,2.010740042
2.176361098,2.136374474,2.7114079,1.887699962
2.096436221,1.983916402,2.709211993,1.427729964
2.085336502,2.036648512,2.709153414,1.595700026
2.186685893,2.157578468,2.706001425,1.365229964
2.074751651,1.977968931,2.705724621,1.617190003
2.122901257,2.049191475,2.704462743,2.110349894
2.204283777,2.156139135,2.703308582,1.819339991
2.057688884,1.977442384,2.694760323,1.756839991
2.122600876,2.093151093,2.692120957,1.722659945
2.196809348,2.126834869,2.687627316,1.677729964
2.146854659,2.078545094,2.682120085,1.862300038
2.149085644,2.102334142,2.678938031,1.566409945
2.083311969,2.063616514,2.678117371,2.21288991
2.191735454,2.144627094,2.677718687,1.580080032
2.125971962,2.073013783,2.674529314,2.0302701
2.154387335,2.099853396,2.669570208,1.360350013
2.080391741,2.034483433,2.661481619,1.902340055
1.988343672,1.85046649,2.661122608,2.4052701
2.208933704,2.166622639,2.654683971,1.722659945
2.144415834,2.089001656,2.653456831,1.580080032
2.162175725,2.117226601,2.64961009,1.691409945
2.007307023,1.98570466,2.647442627,1.997069955
2.016499949,1.914632916,2.646618605,2.152339935
2.069447479,2.010137796,2.646594906,1.584959984
2.067322911,1.978609562,2.646258831,2.138669968
2.071686935,2.017510891,2.641685009,2.073240042
2.052262837,1.955847502,2.640088558,2.228519917
1.987257998,1.882230043,2.637210608,2.178709984
2.078295734,2.023415089,2.634231806,2.073240042
2.021338213,1.957378626,2.629432678,2.070310116
2.029394105,1.970546365,2.627497578,1.849609971
2.152927621,2.118491173,2.626290321,1.894530058
2.031598674,1.952338934,2.626076698,1.690430045
1.785135645,1.588489413,2.622216463,2.075200081
2.036026241,1.9791466,2.621126556,2.064450026
2.035800378,1.982315123,2.618528318,1.617190003
2.092836235,2.054232359,2.618036985,1.732419968
2.082923424,2.040150166,2.617586851,1.527340055
2.020312056,1.946243227,2.617206812,1.8125
2.087802163,2.013525486,2.614469051,1.566409945
1.797094051,1.835724592,2.613376808,2.001950026
2.063770854,2.002778888,2.607658458,1.539059997
2.077483289,2.023890972,2.605936289,1.473629951
1.942113392,1.860343695,2.604097128,1.722659945
2.049369652,1.957533956,2.601221466,2.3759799
2.004510611,1.908006549,2.601179838,1.729490042
1.995642287,1.933614731,2.598583555,2.010740042
2.038376677,1.95123446,2.597808123,1.778319955
2.075670471,2.026630521,2.596415162,1.758790016
1.953243328,1.840165794,2.592530489,2.565429926
1.888226223,1.753935337,2.590456486,2.565429926
2.031052936,1.968122303,2.58972559,1.735350013
2.038734057,1.943041325,2.588507414,2.584959984
1.867107457,1.796608925,2.586868262,0.992187977
2.027506362,1.973114371,2.58309865,1.649410009
2.028110889,1.979308367,2.582904339,1.75098002
2.084395018,2.035227776,2.582527637,1.739259958
1.995813773,1.919511914,2.57892313,2.086910009
1.994801017,1.937357068,2.578418756,2.355469942
2.02087152,1.950852871,2.573773336,1.934569955
1.997056055,1.924931824,2.571594477,1.961910009
2.022503009,1.965615153,2.568835735,1.773440003
2.056067578,1.989134192,2.567684364,1.831050038
2.015642816,1.950587928,2.5633744,1.971680045
2.014076234,1.94615376,2.55099535,2.584959984
1.947705533,1.883609772,2.548041248,2.174799919
1.983054502,1.950656295,2.547253847,2.257810116
2.020966947,2.016714096,2.546521425,1.760740042
2.056383938,1.967746973,2.546457767,1.784180045
2.037014876,2.001823783,2.545484066,1.645509958
2.053171743,2.005586147,2.539306521,1.690430045
1.935017756,1.85074532,2.533312225,2.239259958
1.952568074,1.859530449,2.532907295,2.3740201
2.015816667,1.95021677,2.532406807,2.148439884
2.033985582,1.964918017,2.531878948,2.251950026
1.980527533,1.913496614,2.530804253,1.87598002
1.935767447,1.860819817,2.53025198,2.085939884
1.973004723,1.898300409,2.528412032,2.047849894
2.015344462,1.965783954,2.519521236,1.645509958
1.956924157,1.869309485,2.517196178,1.747069955
1.95631496,1.89414978,2.509801388,2.0634799
1.869771448,1.780833364,2.50874691,2.041019917
1.986632953,1.931974471,2.501071906,1.793949962
1.966545346,1.900888085,2.499936581,1.880859971
2.037920846,2.002942324,2.498539686,1.963870049
1.895935341,1.831176341,2.491894007,1.736330032
2.014668529,1.966174722,2.486055136,1.752930045
1.781301708,1.671721935,2.484595561,1.90625
2.014280118,1.979737997,2.481949568,1.722659945
2.080970203,2.04305315,2.480969334,1.43848002
1.988913391,1.931658864,2.476025414,2.1884799
2.008896223,1.971445799,2.475722218,2.073240042
1.975234999,1.900884986,2.475696325,1.961910009
1.981149443,1.927993655,2.474964142,2.399410009
1.948872907,1.892561555,2.471872091,1.446290016
1.938431976,1.865474939,2.463322544,2.122070074
2.007331532,1.939894915,2.462220955,1.541990042
1.947181091,1.870622158,2.45732646,1.990229964
1.879215196,1.791140974,2.453233337,2.208980083
2.022713441,1.985795379,2.452059174,1.980469942
2.002149642,1.960435629,2.448923469,2.236330032
1.915878526,1.850594163,2.448641062,2.266599894
2.032101658,1.992012501,2.448089933,1.658200026
1.961160927,1.906961441,2.447514105,2.211910009
1.988060932,1.946494341,2.446707821,1.982419968
1.93874496,1.888193846,2.437607837,1.78026998
1.960413532,1.911763966,2.436295986,1.793949962
1.896370245,1.83802104,2.424972916,1.980469942
1.907042248,1.865521491,2.422014403,2.192379951
1.893033416,1.834827304,2.417731285,2.019530058
1.836097328,1.745214581,2.416541576,2.019530058
1.839461958,1.777097285,2.413837051,1.413089991
1.880166099,1.804593921,2.409570456,2.4052701
1.986662938,1.947468936,2.406575203,1.976559997
1.955834835,1.908382773,2.406481981,1.849609971
1.892230147,1.832661152,2.404392958,2.199219942
1.93194923,1.879559159,2.403624535,2.1884799
1.93314352,1.87823689,2.402904749,1.695309997
1.858149281,1.803131461,2.401875639,2.331049919
1.869928276,1.822284937,2.394202948,2.021480083
1.942097332,1.908739805,2.387565947,1.958979964
1.90006297,1.838936687,2.382883549,2.022459984
1.879057114,1.861249566,2.380327702,1.634770036
1.917741533,1.87592864,2.379611993,2.15625
1.895102672,1.833751798,2.377281904,1.143550038
1.859506799,1.820725262,2.371488619,2.352540016
1.930038953,1.877730548,2.36191659,1.541990042
1.852746887,1.782950819,2.357239008,2.228519917
1.882134941,1.843127012,2.355327678,2.288089991
1.916592249,1.886522114,2.352713943,1.566409945
1.960706601,1.92578721,2.350207329,1.284180045
1.877621318,1.8159585,2.349427938,2.101560116
1.739675503,1.716115952,2.338469028,1.636719942
1.791218549,1.699718714,2.333765364,2.0634799
1.838644914,1.760895669,2.325904989,1.681640029
1.804782454,1.74278897,2.321444988,2.019530058
1.835527969,1.778574526,2.317920685,1.963870049
1.788222887,1.722582221,2.315435696,2.044919968
1.857901695,1.811239958,2.312168598,2.251950026
1.749416361,1.667695045,2.30981369,1.796880007
1.874191636,1.832146406,2.293729353,1.902340055
1.872326536,1.843421698,2.290523481,1.351559997
1.850485075,1.809903026,2.286627913,2.101560116
1.747439039,1.671941042,2.278486657,2.331049919
1.863973097,1.830813289,2.263542652,1.111330032
1.816392566,1.775308609,2.260175228,1.484380007
1.793017901,1.746419191,2.252570152,1.595700026
1.807405738,1.754878283,2.252330399,2.010740042
1.773985639,1.737027407,2.251950264,0.992187977
1.844750524,1.804796278,2.250405765,1.581050038
1.699287633,1.620874107,2.23291707,1.024410009
1.77467482,1.727388144,2.219616747,1.351559997
1.81955679,1.786766529,2.211444855,2.001950026
1.742234031,1.721327901,2.174453878,2.236330032
1.753890871,1.70844245,2.172074318,1.698240042
1.683616285,1.628066063,2.170863962,2.199219942
1.746793128,1.699354291,2.169443369,1.413089991
1.760700192,1.717073083,2.159677577,2.135740042
1.807512502,1.77888906,2.153517485,1.035159945
1.731497834,1.687695086,2.143764973,1.800780058
1.711495855,1.680054963,2.123648167,1.806640029
1.703183537,1.65029794,2.118377924,1.553709984
1.682462588,1.632480741,2.111022949,1.727540016
1.64182096,1.591423631,2.079287529,1.484380007
1.696838116,1.666409671,2.039156199,2.226560116
1.583991275,1.551344991,2.001191711,1.916020036
